month,state_norm,district_resolved,demo_age_5_17,demo_age_17_
March 2025,uttar pradesh,shahjahanpur,1569,23283
March 2025,uttar pradesh,shamli,1257,13567
March 2025,uttar pradesh,shrawasti,1216,22076
March 2025,uttar pradesh,siddharthnagar,1645,20326
March 2025,uttar pradesh,sitapur,2895,52320
March 2025,uttar pradesh,sonbhadra,1435,21632
March 2025,uttar pradesh,sultanpur,1453,17113
March 2025,uttar pradesh,unnao,1779,33548
March 2025,uttar pradesh,varanasi,4331,41140
March 2025,uttarakhand,almora,458,3786
March 2025,uttarakhand,bageshwar,271,2070
March 2025,uttarakhand,chamoli,338,4127
March 2025,uttarakhand,champawat,338,2926
March 2025,uttarakhand,dehradun,1561,14983
March 2025,uttarakhand,haridwar,1765,15728
March 2025,uttarakhand,nainital,720,5685
March 2025,uttarakhand,pauri garhwal,214,2593
March 2025,uttarakhand,pithoragarh,340,3760
March 2025,uttarakhand,rudraprayag,302,2870
March 2025,uttarakhand,tehri garhwal,704,6122
March 2025,uttarakhand,udham singh nagar,2908,23187
March 2025,uttarakhand,uttarkashi,189,2004
March 2025,west bengal,alipurduar,207,1965
March 2025,west bengal,bankura,1471,19145
March 2025,west bengal,birbhum,1816,22615
March 2025,west bengal,cooch behar,1117,14568
March 2025,west bengal,dakshin dinajpur,778,12070
March 2025,west bengal,darjeeling,548,9625
March 2025,west bengal,hooghly,1658,30729
March 2025,west bengal,howrah,1183,21714
March 2025,west bengal,jalpaiguri,883,19730
March 2025,west bengal,jhargram,243,1940
March 2025,west bengal,kalimpong,46,312
March 2025,west bengal,kolkata,701,19799
March 2025,west bengal,malda,2616,29728
March 2025,west bengal,murshidabad,3555,44606
March 2025,west bengal,nadia,1540,30006
March 2025,west bengal,north parganas,3445,59814
March 2025,west bengal,paschim bardhaman,428,4171
March 2025,west bengal,paschim medinipur,2036,27216
March 2025,west bengal,purba bardhaman,998,8127
March 2025,west bengal,purba medinipur,2240,22512
March 2025,west bengal,purulia,1466,18944
March 2025,west bengal,south parganas,4037,63176
March 2025,west bengal,uttar dinajpur,1488,22897
April 2025,andhra pradesh,ananthapuramu,440,1864
April 2025,andhra pradesh,annamayya,314,1706
April 2025,andhra pradesh,chittoor,225,1103
April 2025,andhra pradesh,east godavari,380,3330
April 2025,andhra pradesh,guntur,768,6552
April 2025,andhra pradesh,krishna,126,970
April 2025,andhra pradesh,kurnool,1814,10590
April 2025,andhra pradesh,nandyal,84,474
April 2025,andhra pradesh,sri sathya sai,138,388
April 2025,andhra pradesh,srikakulam,596,2583
April 2025,andhra pradesh,visakhapatnam,1034,7788
April 2025,andhra pradesh,west godavari,434,2982
April 2025,assam,bongaigaon,348,4007
April 2025,bihar,bhagalpur,930,4372
April 2025,bihar,katihar,1274,8724
April 2025,chandigarh,chandigarh,3917,10968
April 2025,chhattisgarh,balod,230,1209
April 2025,chhattisgarh,bastar,400,3246
April 2025,chhattisgarh,bemetara,270,3214
April 2025,chhattisgarh,bilaspur,416,5016
April 2025,chhattisgarh,durg,1119,4996
April 2025,chhattisgarh,janjgir champa,280,3518
April 2025,chhattisgarh,jashpur,160,707
April 2025,chhattisgarh,korba,250,3620
April 2025,chhattisgarh,mahasamund,235,3724
April 2025,chhattisgarh,raigarh,334,2756
April 2025,chhattisgarh,raipur,933,9415
April 2025,chhattisgarh,rajnandgaon,510,5232
April 2025,chhattisgarh,surguja,833,7328
April 2025,delhi,shahdara,1027,3864
April 2025,gujarat,ahmedabad,2269,19402
April 2025,gujarat,gandhinagar,512,4636
April 2025,gujarat,kachchh,818,4824
April 2025,gujarat,mahesana,310,1636
April 2025,gujarat,morbi,352,2174
April 2025,gujarat,narmada,82,370
April 2025,gujarat,rajkot,584,8057
April 2025,gujarat,surat,2286,23666
April 2025,gujarat,valsad,168,464
April 2025,haryana,ambala,470,2668
April 2025,haryana,bhiwani,439,2407
April 2025,haryana,faridabad,3062,16457
April 2025,haryana,fatehabad,171,1188
April 2025,haryana,hisar,664,4564
April 2025,haryana,jhajjar,469,2115
April 2025,haryana,jind,634,3782
April 2025,haryana,kaithal,1160,6602
April 2025,haryana,karnal,320,2094
April 2025,haryana,kurukshetra,432,2834
April 2025,haryana,mahendragarh,347,2148
April 2025,haryana,palwal,160,1302
April 2025,haryana,panchkula,792,2424
April 2025,haryana,panipat,2078,12268
April 2025,haryana,rewari,1084,5710
April 2025,haryana,rohtak,617,2777
April 2025,haryana,sirsa,624,4337
April 2025,haryana,sonipat,1942,10449
April 2025,himachal pradesh,bilaspur,58,392
April 2025,himachal pradesh,hamirpur,28,348
April 2025,himachal pradesh,sirmaur,130,253
April 2025,himachal pradesh,una,108,541
April 2025,jammu and kashmir,anantnag,571,3034
April 2025,jammu and kashmir,bandipora,380,2828
April 2025,jammu and kashmir,baramulla,750,5230
April 2025,jammu and kashmir,budgam,1209,2512
April 2025,jammu and kashmir,doda,124,958
April 2025,jammu and kashmir,ganderbal,160,928
April 2025,jammu and kashmir,jammu,154,1214
April 2025,jammu and kashmir,kathua,312,2136
April 2025,jammu and kashmir,kishtwar,178,632
April 2025,jammu and kashmir,kulgam,523,2358
April 2025,jammu and kashmir,kupwara,1782,8166
April 2025,jammu and kashmir,pulwama,244,1343
April 2025,jammu and kashmir,rajouri,166,852
April 2025,jammu and kashmir,ramban,288,962
April 2025,jammu and kashmir,samba,52,258
April 2025,jammu and kashmir,srinagar,138,1214
April 2025,jammu and kashmir,udhampur,214,1980
April 2025,jharkhand,ranchi,606,5520
April 2025,karnataka,bagalkote,567,1485
April 2025,karnataka,ballari,116,557
April 2025,karnataka,belagavi,165,694
April 2025,karnataka,chikkaballapura,614,4058
April 2025,karnataka,chitradurga,219,1323
April 2025,karnataka,dakshina kannada,212,648
April 2025,karnataka,davanagere,198,1020
April 2025,karnataka,dharwad,1240,4056
April 2025,karnataka,hassan,228,1326
April 2025,karnataka,haveri,437,1881
April 2025,karnataka,kalaburagi,597,2029
April 2025,karnataka,kolar,382,2226
April 2025,karnataka,koppal,388,1880
April 2025,karnataka,mandya,28,282
April 2025,karnataka,mysuru,507,3128
April 2025,karnataka,raichur,124,1066
April 2025,karnataka,shivamogga,118,584
April 2025,karnataka,tumakuru,331,1465
April 2025,karnataka,yadgir,374,866
April 2025,madhya pradesh,anuppur,695,3094
April 2025,madhya pradesh,ashoknagar,744,4620
April 2025,madhya pradesh,balaghat,1622,5319
April 2025,madhya pradesh,barwani,1344,9018
April 2025,madhya pradesh,betul,726,2602
April 2025,madhya pradesh,bhopal,1269,9365
April 2025,madhya pradesh,chhatarpur,510,2342
April 2025,madhya pradesh,chhindwara,2353,6995
April 2025,madhya pradesh,damoh,540,3880
April 2025,madhya pradesh,dewas,236,2462
April 2025,madhya pradesh,dhar,758,3372
April 2025,madhya pradesh,dindori,1277,5845
April 2025,madhya pradesh,guna,452,3358
April 2025,madhya pradesh,gwalior,241,1547
April 2025,madhya pradesh,indore,2010,14843
April 2025,madhya pradesh,jabalpur,304,2764
April 2025,madhya pradesh,katni,766,5004
April 2025,madhya pradesh,mandla,1959,6138
April 2025,madhya pradesh,mandsaur,562,1506
April 2025,madhya pradesh,morena,1050,5570
April 2025,madhya pradesh,neemuch,448,2520
April 2025,madhya pradesh,raisen,715,3580
April 2025,madhya pradesh,ratlam,676,4924
April 2025,madhya pradesh,rewa,178,1332
April 2025,madhya pradesh,sagar,368,2521
April 2025,madhya pradesh,satna,1098,6018
April 2025,madhya pradesh,sehore,506,1974
April 2025,madhya pradesh,seoni,1374,5539
April 2025,madhya pradesh,shahdol,132,553
April 2025,madhya pradesh,singrauli,1584,7700
April 2025,madhya pradesh,ujjain,1231,6260
April 2025,madhya pradesh,umaria,127,560
April 2025,madhya pradesh,vidisha,956,4084
April 2025,maharashtra,beed,464,4882
April 2025,maharashtra,buldhana,37,490
April 2025,maharashtra,chandrapur,31,410
April 2025,maharashtra,gadchiroli,117,724
April 2025,maharashtra,gondia,194,948
April 2025,maharashtra,jalgaon,412,2440
April 2025,maharashtra,mumbai suburban,559,4867
April 2025,maharashtra,nagpur,472,3964
April 2025,maharashtra,nandurbar,328,2510
April 2025,maharashtra,pune,1204,11232
April 2025,maharashtra,raigad,388,5384
April 2025,maharashtra,ratnagiri,17,157
April 2025,maharashtra,thane,1303,13294
April 2025,mizoram,kolasib,190,800
April 2025,mizoram,lawngtlai,62,744
April 2025,mizoram,serchhip,76,238
April 2025,punjab,ferozepur,18,288
April 2025,punjab,gurdaspur,204,3480
April 2025,punjab,hoshiarpur,92,1386
April 2025,punjab,ludhiana,616,6314
April 2025,punjab,patiala,748,9196
April 2025,rajasthan,ajmer,477,3459
April 2025,rajasthan,alwar,615,4825
April 2025,rajasthan,baran,195,1381
April 2025,rajasthan,barmer,633,3918
April 2025,rajasthan,bharatpur,327,2151
April 2025,rajasthan,bikaner,1215,8503
April 2025,rajasthan,bundi,32,525
April 2025,rajasthan,chittorgarh,196,1438
April 2025,rajasthan,churu,923,7064
April 2025,rajasthan,dausa,246,1738
April 2025,rajasthan,dholpur,454,2444
April 2025,rajasthan,ganganagar,126,1462
April 2025,rajasthan,hanumangarh,738,6126
April 2025,rajasthan,jaipur,3582,25430
April 2025,rajasthan,jaisalmer,216,2486
April 2025,rajasthan,jhalawar,76,588
April 2025,rajasthan,jhunjhunu,428,3553
April 2025,rajasthan,jodhpur,897,8142
April 2025,rajasthan,karauli,446,2434
April 2025,rajasthan,kota,1289,7988
April 2025,rajasthan,nagaur,814,6425
April 2025,rajasthan,pali,446,3002
April 2025,rajasthan,rajsamand,310,1266
April 2025,rajasthan,sawai madhopur,46,232
April 2025,rajasthan,sikar,540,5050
April 2025,rajasthan,sirohi,240,2312
April 2025,rajasthan,tonk,892,5394
April 2025,rajasthan,udaipur,147,1479
April 2025,tamil nadu,chennai,340,4182
April 2025,tamil nadu,coimbatore,33,330
April 2025,tamil nadu,erode,46,730
April 2025,tamil nadu,kancheepuram,854,7778
April 2025,tamil nadu,karur,214,1965
April 2025,tamil nadu,madurai,380,2914
April 2025,tamil nadu,namakkal,60,561
April 2025,tamil nadu,sivaganga,29,354
April 2025,tamil nadu,thanjavur,120,1148
April 2025,tamil nadu,theni,100,1091
April 2025,tamil nadu,thiruvallur,792,7607
April 2025,tamil nadu,tiruchirappalli,88,1464
April 2025,tamil nadu,tirunelveli,85,439
April 2025,tamil nadu,tiruppur,697,5624
April 2025,tamil nadu,tiruvannamalai,78,616
April 2025,tamil nadu,vellore,210,1761
April 2025,telangana,adilabad,368,2310
April 2025,telangana,hyderabad,1890,13025
April 2025,telangana,nizamabad,244,1293
April 2025,telangana,sangareddy,115,581
April 2025,telangana,suryapet,95,811
April 2025,telangana,vikarabad,250,1386
April 2025,uttar pradesh,aligarh,1954,18794
April 2025,uttar pradesh,baghpat,732,4722
April 2025,uttar pradesh,bareilly,1154,9929
April 2025,uttar pradesh,bijnor,760,6940
April 2025,uttar pradesh,budaun,1064,9998
April 2025,uttar pradesh,bulandshahr,1630,12498
April 2025,uttar pradesh,etawah,624,4268
April 2025,uttar pradesh,firozabad,651,8545
April 2025,uttar pradesh,gautam buddha nagar,1402,11160
April 2025,uttar pradesh,ghaziabad,2722,24160
April 2025,uttar pradesh,hardoi,360,2961
April 2025,uttar pradesh,kanpur nagar,366,4562
April 2025,uttar pradesh,lucknow,489,4100
April 2025,uttar pradesh,meerut,206,1955
April 2025,uttar pradesh,muzaffarnagar,477,3116
April 2025,uttar pradesh,pilibhit,944,10402
April 2025,uttar pradesh,rampur,756,5993
April 2025,uttar pradesh,saharanpur,1506,13080
April 2025,uttar pradesh,shamli,644,5240
April 2025,uttarakhand,champawat,86,649
April 2025,uttarakhand,dehradun,492,4348
April 2025,uttarakhand,haridwar,296,2284
April 2025,uttarakhand,nainital,1182,6332
April 2025,uttarakhand,pauri garhwal,91,999
April 2025,uttarakhand,udham singh nagar,2281,15108
April 2025,uttarakhand,uttarkashi,98,756
April 2025,west bengal,birbhum,120,1788
April 2025,west bengal,dakshin dinajpur,182,2156
April 2025,west bengal,malda,264,2419
April 2025,west bengal,murshidabad,780,9293
April 2025,west bengal,purba medinipur,236,1274
April 2025,west bengal,purulia,168,1780
April 2025,west bengal,south parganas,563,7228
April 2025,west bengal,uttar dinajpur,643,9442
May 2025,andhra pradesh,ananthapuramu,1538,5976
May 2025,andhra pradesh,annamayya,917,4059
May 2025,andhra pradesh,bapatla,242,1312
May 2025,andhra pradesh,chittoor,3043,14340
May 2025,andhra pradesh,dr b r ambedkar konaseema,96,712
May 2025,andhra pradesh,east godavari,1159,7533
May 2025,andhra pradesh,eluru,59,319
May 2025,andhra pradesh,guntur,1635,10715
May 2025,andhra pradesh,kakinada,484,3348
May 2025,andhra pradesh,krishna,1336,9629
May 2025,andhra pradesh,kurnool,3439,16144
May 2025,andhra pradesh,nandyal,769,4026
May 2025,andhra pradesh,palnadu,583,3170
May 2025,andhra pradesh,parvathipuram manyam,94,486
May 2025,andhra pradesh,prakasam,450,3318
May 2025,andhra pradesh,sri potti sriramulu nellore,550,3015
May 2025,andhra pradesh,sri sathya sai,423,2049
May 2025,andhra pradesh,srikakulam,2108,8018
May 2025,andhra pradesh,tirupati,907,4623
May 2025,andhra pradesh,visakhapatnam,1637,10214
May 2025,andhra pradesh,vizianagaram,716,4410
May 2025,andhra pradesh,west godavari,874,5888
May 2025,assam,kokrajhar,176,1252
May 2025,bihar,sitamarhi,768,9424
May 2025,chandigarh,chandigarh,2338,9805
May 2025,chhattisgarh,balod,286,2687
May 2025,chhattisgarh,bastar,162,1256
May 2025,chhattisgarh,bemetara,866,11112
May 2025,chhattisgarh,dhamtari,268,5332
May 2025,chhattisgarh,janjgir champa,119,1452
May 2025,chhattisgarh,jashpur,554,2430
May 2025,chhattisgarh,kabeerdham,394,3678
May 2025,chhattisgarh,korba,447,5853
May 2025,chhattisgarh,mahasamund,445,4571
May 2025,chhattisgarh,mungeli,138,1919
May 2025,chhattisgarh,raipur,1310,12146
May 2025,chhattisgarh,rajnandgaon,277,2211
May 2025,chhattisgarh,surajpur,114,1262
May 2025,chhattisgarh,surguja,436,3682
May 2025,gujarat,ahmedabad,2420,17864
May 2025,gujarat,banas kantha,931,4927
May 2025,gujarat,bharuch,454,3262
May 2025,gujarat,bhavnagar,189,1683
May 2025,gujarat,gandhinagar,630,4952
May 2025,gujarat,gir somnath,192,548
May 2025,gujarat,jamnagar,129,1984
May 2025,gujarat,kachchh,126,703
May 2025,gujarat,mahesana,190,1532
May 2025,gujarat,morbi,72,424
May 2025,gujarat,rajkot,1617,19736
May 2025,gujarat,surat,6338,53072
May 2025,gujarat,valsad,911,4282
May 2025,haryana,ambala,502,2700
May 2025,haryana,bhiwani,377,2282
May 2025,haryana,charkhi dadri,147,768
May 2025,haryana,faridabad,2984,17768
May 2025,haryana,fatehabad,532,3435
May 2025,haryana,hisar,591,5363
May 2025,haryana,jind,394,2756
May 2025,haryana,kaithal,25,231
May 2025,haryana,karnal,1537,8280
May 2025,haryana,kurukshetra,559,3431
May 2025,haryana,mahendragarh,427,3826
May 2025,haryana,palwal,642,4930
May 2025,haryana,panchkula,752,3238
May 2025,haryana,panipat,1836,11334
May 2025,haryana,rewari,972,5008
May 2025,haryana,rohtak,497,2733
May 2025,haryana,sirsa,771,6778
May 2025,haryana,sonipat,154,1186
May 2025,himachal pradesh,chamba,48,194
May 2025,himachal pradesh,sirmaur,88,806
May 2025,jammu and kashmir,anantnag,348,1090
May 2025,jammu and kashmir,baramulla,419,2365
May 2025,jammu and kashmir,budgam,492,837
May 2025,jammu and kashmir,doda,15,110
May 2025,jammu and kashmir,kathua,46,582
May 2025,jammu and kashmir,kulgam,372,1566
May 2025,jammu and kashmir,kupwara,1156,4646
May 2025,jammu and kashmir,pulwama,372,1454
May 2025,jammu and kashmir,samba,58,352
May 2025,jammu and kashmir,srinagar,102,1128
May 2025,jammu and kashmir,udhampur,40,560
May 2025,jharkhand,ranchi,320,3226
May 2025,karnataka,bagalkote,1084,2293
May 2025,karnataka,ballari,676,2185
May 2025,karnataka,belagavi,550,2272
May 2025,karnataka,bidar,156,590
May 2025,karnataka,chikkaballapura,377,2580
May 2025,karnataka,chikkamagaluru,74,192
May 2025,karnataka,chitradurga,684,3432
May 2025,karnataka,dakshina kannada,100,326
May 2025,karnataka,davanagere,370,945
May 2025,karnataka,dharwad,1288,4130
May 2025,karnataka,gadag,694,1389
May 2025,karnataka,hassan,631,3058
May 2025,karnataka,haveri,792,3177
May 2025,karnataka,kalaburagi,1102,3710
May 2025,karnataka,kolar,1218,5592
May 2025,karnataka,koppal,707,2160
May 2025,karnataka,mandya,466,2426
May 2025,karnataka,mysuru,656,3665
May 2025,karnataka,raichur,770,3290
May 2025,karnataka,shivamogga,330,806
May 2025,karnataka,tumakuru,423,1350
May 2025,karnataka,uttara kannada,309,1146
May 2025,karnataka,yadgir,416,1311
May 2025,madhya pradesh,agar malwa,116,753
May 2025,madhya pradesh,anuppur,533,2324
May 2025,madhya pradesh,ashoknagar,940,5512
May 2025,madhya pradesh,balaghat,1708,8424
May 2025,madhya pradesh,barwani,2371,13133
May 2025,madhya pradesh,betul,366,1038
May 2025,madhya pradesh,bhind,387,1897
May 2025,madhya pradesh,bhopal,1299,9262
May 2025,madhya pradesh,chhatarpur,1156,4354
May 2025,madhya pradesh,chhindwara,2121,9663
May 2025,madhya pradesh,damoh,148,877
May 2025,madhya pradesh,datia,878,4366
May 2025,madhya pradesh,dewas,815,4008
May 2025,madhya pradesh,dhar,1394,9142
May 2025,madhya pradesh,dindori,1604,5613
May 2025,madhya pradesh,guna,101,679
May 2025,madhya pradesh,gwalior,1236,6306
May 2025,madhya pradesh,harda,326,1807
May 2025,madhya pradesh,indore,2564,19636
May 2025,madhya pradesh,jabalpur,1437,12455
May 2025,madhya pradesh,jhabua,180,1095
May 2025,madhya pradesh,katni,636,4486
May 2025,madhya pradesh,mandla,1514,6204
May 2025,madhya pradesh,mandsaur,1073,4555
May 2025,madhya pradesh,morena,1490,8260
May 2025,madhya pradesh,narmadapuram,82,404
May 2025,madhya pradesh,neemuch,571,4590
May 2025,madhya pradesh,panna,688,3976
May 2025,madhya pradesh,raisen,737,3096
May 2025,madhya pradesh,rajgarh,1020,3699
May 2025,madhya pradesh,ratlam,1178,6586
May 2025,madhya pradesh,rewa,868,6379
May 2025,madhya pradesh,sagar,1276,9920
May 2025,madhya pradesh,satna,636,3740
May 2025,madhya pradesh,sehore,344,1476
May 2025,madhya pradesh,seoni,584,3360
May 2025,madhya pradesh,shahdol,1077,6122
May 2025,madhya pradesh,shajapur,512,2774
May 2025,madhya pradesh,sheopur,446,2902
May 2025,madhya pradesh,sidhi,638,4022
May 2025,madhya pradesh,tikamgarh,608,1800
May 2025,madhya pradesh,ujjain,543,3611
May 2025,madhya pradesh,vidisha,628,2920
May 2025,maharashtra,amravati,24,338
May 2025,maharashtra,beed,514,4808
May 2025,maharashtra,chandrapur,179,2506
May 2025,maharashtra,gadchiroli,108,915
May 2025,maharashtra,gondia,220,1536
May 2025,maharashtra,latur,404,3860
May 2025,maharashtra,mumbai suburban,1233,7982
May 2025,maharashtra,nagpur,438,2638
May 2025,maharashtra,nandurbar,166,2606
May 2025,maharashtra,nashik,206,1997
May 2025,maharashtra,palghar,870,7594
May 2025,maharashtra,pune,984,7838
May 2025,maharashtra,raigad,366,4094
May 2025,maharashtra,thane,3233,23714
May 2025,mizoram,kolasib,76,414
May 2025,puducherry,puducherry,86,367
May 2025,punjab,amritsar,676,8369
May 2025,punjab,bathinda,205,2125
May 2025,punjab,ferozepur,37,339
May 2025,punjab,gurdaspur,154,1622
May 2025,punjab,hoshiarpur,224,3050
May 2025,punjab,ludhiana,487,6477
May 2025,punjab,mansa,220,880
May 2025,punjab,pathankot,204,1746
May 2025,punjab,patiala,1448,7978
May 2025,punjab,tarn taran,51,781
May 2025,rajasthan,ajmer,951,9042
