month,state_norm,district_resolved,age_0_5,age_5_17,age_18_greater
November 2025,andhra pradesh,tirupati,223,209,76
November 2025,andhra pradesh,visakhapatnam,2065,124,14
November 2025,andhra pradesh,vizianagaram,1012,33,1
November 2025,andhra pradesh,west godavari,1579,89,7
November 2025,arunachal pradesh,anjaw,3,4,3
November 2025,arunachal pradesh,changlang,66,45,7
November 2025,arunachal pradesh,dibang valley,1,0,0
November 2025,arunachal pradesh,east kameng,14,16,14
November 2025,arunachal pradesh,east siang,23,29,2
November 2025,arunachal pradesh,kamle,0,5,2
November 2025,arunachal pradesh,kra daadi,3,9,4
November 2025,arunachal pradesh,kurung kumey,3,12,12
November 2025,arunachal pradesh,leparada,0,0,1
November 2025,arunachal pradesh,lohit,17,11,1
November 2025,arunachal pradesh,longding,17,63,4
November 2025,arunachal pradesh,lower dibang valley,7,14,2
November 2025,arunachal pradesh,lower siang,4,7,3
November 2025,arunachal pradesh,lower subansiri,18,10,0
November 2025,arunachal pradesh,namsai,22,3,0
November 2025,arunachal pradesh,pakke kessang,0,0,1
November 2025,arunachal pradesh,papum pare,49,63,5
November 2025,arunachal pradesh,shi yomi,1,15,5
November 2025,arunachal pradesh,siang,2,6,4
November 2025,arunachal pradesh,tawang,16,13,5
November 2025,arunachal pradesh,tirap,20,14,1
November 2025,arunachal pradesh,upper siang,3,5,1
November 2025,arunachal pradesh,upper subansiri,11,11,11
November 2025,arunachal pradesh,west kameng,20,19,7
November 2025,arunachal pradesh,west siang,21,21,2
November 2025,assam,bajali,3,3,2
November 2025,assam,baksa,322,138,25
November 2025,assam,barpeta,1286,394,158
November 2025,assam,biswanath,203,100,33
November 2025,assam,bongaigaon,385,95,14
November 2025,assam,cachar,1167,540,177
November 2025,assam,charaideo,144,80,1
November 2025,assam,chirang,223,135,2
November 2025,assam,darrang,762,325,575
November 2025,assam,dhemaji,441,175,211
November 2025,assam,dhubri,1264,592,22
November 2025,assam,dibrugarh,409,226,218
November 2025,assam,dima hasao,1,5,0
November 2025,assam,goalpara,794,244,48
November 2025,assam,golaghat,434,347,212
November 2025,assam,hailakandi,665,219,45
November 2025,assam,hojai,524,221,0
November 2025,assam,jorhat,626,152,119
November 2025,assam,kamrup,1109,345,29
November 2025,assam,kamrup metro,573,399,503
November 2025,assam,karbi anglong,521,500,127
November 2025,assam,kokrajhar,339,187,97
November 2025,assam,lakhimpur,562,186,53
November 2025,assam,majuli,19,14,0
November 2025,assam,marigaon,673,279,82
November 2025,assam,nagaon,1319,509,65
November 2025,assam,nalbari,604,157,28
November 2025,assam,sonitpur,1192,505,161
November 2025,assam,south salmara mancachar,216,76,14
November 2025,assam,sribhumi,43,14,10
November 2025,assam,tinsukia,603,382,57
November 2025,assam,udalguri,546,185,25
November 2025,assam,west karbi anglong,30,44,57
November 2025,bihar,araria,1602,986,14
November 2025,bihar,arwal,177,573,0
November 2025,bihar,aurangabad,828,2048,8
November 2025,bihar,banka,1552,994,7
November 2025,bihar,begusarai,1886,1100,9
November 2025,bihar,bhagalpur,2131,1533,8
November 2025,bihar,bhojpur,797,2561,38
November 2025,bihar,buxar,595,1077,20
November 2025,bihar,darbhanga,2436,1433,14
November 2025,bihar,gaya,1039,2688,25
November 2025,bihar,gopalganj,794,1420,24
November 2025,bihar,jamui,987,904,14
November 2025,bihar,jehanabad,181,835,19
November 2025,bihar,kaimur bhabua,517,496,8
November 2025,bihar,katihar,2413,892,32
November 2025,bihar,khagaria,842,773,17
November 2025,bihar,kishanganj,1436,348,11
November 2025,bihar,lakhisarai,588,672,4
November 2025,bihar,madhepura,1002,830,7
November 2025,bihar,madhubani,2373,2207,77
November 2025,bihar,munger,495,589,27
November 2025,bihar,muzaffarpur,2197,2123,17
November 2025,bihar,nalanda,695,1850,11
November 2025,bihar,nawada,450,1815,27
November 2025,bihar,pashchim champaran,12,6,0
November 2025,bihar,patna,1161,2757,28
November 2025,bihar,purbi champaran,16,16,0
November 2025,bihar,purnia,1654,1061,20
November 2025,bihar,rohtas,740,1273,13
November 2025,bihar,saharsa,1219,1180,39
November 2025,bihar,samastipur,2821,1935,31
November 2025,bihar,saran,1598,3207,27
November 2025,bihar,sheikhpura,293,399,9
November 2025,bihar,sheohar,498,284,2
November 2025,bihar,sitamarhi,2063,1701,86
November 2025,bihar,siwan,1492,2104,30
November 2025,bihar,supaul,1387,1216,34
November 2025,bihar,vaishali,1807,2246,6
November 2025,chandigarh,chandigarh,672,36,17
November 2025,chhattisgarh,balod,432,21,3
November 2025,chhattisgarh,bastar,1056,753,0
November 2025,chhattisgarh,bemetara,792,112,5
November 2025,chhattisgarh,bijapur,476,208,184
November 2025,chhattisgarh,bilaspur,1625,316,5
November 2025,chhattisgarh,dakshin bastar dantewada,554,69,5
November 2025,chhattisgarh,dhamtari,554,33,0
November 2025,chhattisgarh,durg,843,115,7
November 2025,chhattisgarh,gariyaband,371,77,2
November 2025,chhattisgarh,gaurela pendra marwahi,28,3,2
November 2025,chhattisgarh,janjgir champa,1109,142,0
November 2025,chhattisgarh,jashpur,456,374,2
November 2025,chhattisgarh,kabeerdham,211,36,3
November 2025,chhattisgarh,khairagarh chhuikhadan gandai,72,23,0
November 2025,chhattisgarh,kondagaon,468,304,7
November 2025,chhattisgarh,korba,692,111,4
November 2025,chhattisgarh,mahasamund,779,154,14
November 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,41,43,0
November 2025,chhattisgarh,mohla manpur ambagarh chouki,67,25,0
November 2025,chhattisgarh,mungeli,738,107,1
November 2025,chhattisgarh,narayanpur,119,100,0
November 2025,chhattisgarh,raigarh,710,104,7
November 2025,chhattisgarh,raipur,1949,306,6
November 2025,chhattisgarh,rajnandgaon,1281,141,22
November 2025,chhattisgarh,sakti,110,17,0
November 2025,chhattisgarh,sarangarh bilaigarh,41,9,0
November 2025,chhattisgarh,sukma,140,109,3
November 2025,chhattisgarh,surajpur,493,236,1
November 2025,chhattisgarh,surguja,658,223,11
November 2025,chhattisgarh,uttar bastar kanker,181,41,0
November 2025,delhi,new delhi,36,13,3
November 2025,delhi,north east,344,108,0
November 2025,delhi,shahdara,84,36,4
November 2025,goa,north goa,296,37,25
November 2025,goa,south goa,256,31,20
November 2025,gujarat,ahmedabad,3961,1569,168
November 2025,gujarat,amreli,778,88,40
November 2025,gujarat,anand,1315,131,75
November 2025,gujarat,arvalli,308,47,25
November 2025,gujarat,banas kantha,1852,693,139
November 2025,gujarat,bharuch,894,117,21
November 2025,gujarat,bhavnagar,1846,213,73
November 2025,gujarat,botad,300,37,50
November 2025,gujarat,chhotaudepur,269,66,119
November 2025,gujarat,dahod,1297,762,63
November 2025,gujarat,devbhumi dwarka,274,42,22
November 2025,gujarat,gandhinagar,903,160,189
November 2025,gujarat,gir somnath,582,104,19
November 2025,gujarat,jamnagar,973,117,78
November 2025,gujarat,junagadh,1309,161,51
November 2025,gujarat,kachchh,1572,380,176
November 2025,gujarat,kheda,1758,219,103
November 2025,gujarat,mahesana,1314,161,16
November 2025,gujarat,mahisagar,405,51,12
November 2025,gujarat,morbi,499,88,37
November 2025,gujarat,narmada,296,23,14
November 2025,gujarat,navsari,733,33,8
November 2025,gujarat,panch mahals,21,4,0
November 2025,gujarat,patan,911,170,65
November 2025,gujarat,porbandar,290,41,20
November 2025,gujarat,rajkot,2363,385,93
November 2025,gujarat,sabar kantha,43,6,0
November 2025,gujarat,surat,4025,1000,80
November 2025,gujarat,surendranagar,31,8,0
November 2025,gujarat,tapi,421,38,97
November 2025,gujarat,vadodara,2560,512,111
November 2025,gujarat,valsad,1324,279,34
November 2025,haryana,ambala,974,30,7
November 2025,haryana,bhiwani,963,34,7
November 2025,haryana,charkhi dadri,300,6,0
November 2025,haryana,faridabad,1839,471,70
November 2025,haryana,fatehabad,768,24,2
November 2025,haryana,hisar,1324,88,5
November 2025,haryana,jhajjar,665,27,5
November 2025,haryana,jind,978,32,0
November 2025,haryana,kaithal,760,17,1
November 2025,haryana,karnal,943,45,4
November 2025,haryana,kurukshetra,704,22,0
November 2025,haryana,mahendragarh,710,38,22
November 2025,haryana,palwal,1490,86,1
November 2025,haryana,panchkula,434,31,2
November 2025,haryana,panipat,990,98,10
November 2025,haryana,rewari,753,45,2
November 2025,haryana,rohtak,810,39,7
November 2025,haryana,sirsa,974,53,2
November 2025,haryana,sonipat,1241,74,3
November 2025,haryana,yamunanagar,16,0,0
November 2025,himachal pradesh,bilaspur,305,4,0
November 2025,himachal pradesh,chamba,579,18,3
November 2025,himachal pradesh,hamirpur,389,5,0
November 2025,himachal pradesh,kangra,1165,20,8
November 2025,himachal pradesh,kinnaur,42,4,4
November 2025,himachal pradesh,kullu,392,39,35
November 2025,himachal pradesh,lahaul and spiti,10,0,0
November 2025,himachal pradesh,mandi,745,10,5
November 2025,himachal pradesh,shimla,495,36,7
November 2025,himachal pradesh,sirmaur,498,11,2
November 2025,himachal pradesh,solan,372,12,1
November 2025,himachal pradesh,una,345,4,0
November 2025,jammu and kashmir,anantnag,836,102,25
November 2025,jammu and kashmir,bandipora,329,75,31
November 2025,jammu and kashmir,baramulla,750,147,42
November 2025,jammu and kashmir,budgam,211,17,9
November 2025,jammu and kashmir,doda,858,272,10
November 2025,jammu and kashmir,ganderbal,216,17,8
November 2025,jammu and kashmir,jammu,868,208,5
November 2025,jammu and kashmir,kathua,922,97,4
November 2025,jammu and kashmir,kishtwar,337,68,4
November 2025,jammu and kashmir,kulgam,283,76,9
November 2025,jammu and kashmir,kupwara,676,113,35
November 2025,jammu and kashmir,pulwama,450,32,2
November 2025,jammu and kashmir,rajouri,728,221,7
November 2025,jammu and kashmir,ramban,329,212,5
November 2025,jammu and kashmir,reasi,348,249,2
November 2025,jammu and kashmir,samba,143,12,7
November 2025,jammu and kashmir,srinagar,685,80,87
November 2025,jammu and kashmir,udhampur,827,127,3
November 2025,jharkhand,bokaro,1102,661,4
November 2025,jharkhand,chatra,902,851,4
November 2025,jharkhand,deoghar,1384,1069,11
November 2025,jharkhand,dhanbad,1928,1040,23
November 2025,jharkhand,dumka,817,850,16
November 2025,jharkhand,east singhbum,1598,540,36
November 2025,jharkhand,garhwa,1552,488,7
November 2025,jharkhand,giridih,2101,1839,19
November 2025,jharkhand,godda,1067,652,1
November 2025,jharkhand,gumla,881,518,15
November 2025,jharkhand,hazaribagh,1346,632,15
November 2025,jharkhand,jamtara,849,379,6
November 2025,jharkhand,khunti,351,249,4
November 2025,jharkhand,koderma,632,343,3
November 2025,jharkhand,latehar,507,305,4
November 2025,jharkhand,lohardaga,421,153,11
November 2025,jharkhand,pakur,519,125,1
November 2025,jharkhand,palamu,2569,785,27
November 2025,jharkhand,ramgarh,632,296,6
November 2025,jharkhand,ranchi,3402,1083,7
November 2025,jharkhand,sahebganj,1451,1142,2
November 2025,jharkhand,saraikela kharsawan,929,395,4
November 2025,jharkhand,simdega,353,148,13
November 2025,jharkhand,west singhbhum,1189,691,8
November 2025,karnataka,bagalkote,1342,199,30
November 2025,karnataka,ballari,618,53,24
November 2025,karnataka,belagavi,1806,125,58
November 2025,karnataka,bengaluru south,6,96,2
November 2025,karnataka,bidar,1045,220,36
November 2025,karnataka,chamarajanagar,803,65,9
November 2025,karnataka,chikkaballapura,707,78,0
November 2025,karnataka,chikkamagaluru,342,32,10
November 2025,karnataka,chitradurga,872,72,17
November 2025,karnataka,dakshina kannada,1659,176,30
November 2025,karnataka,davanagere,963,96,26
November 2025,karnataka,dharwad,1341,94,9
November 2025,karnataka,gadag,1098,105,0
November 2025,karnataka,hassan,886,68,16
November 2025,karnataka,haveri,1042,62,17
November 2025,karnataka,kalaburagi,976,164,53
November 2025,karnataka,kodagu,300,18,20
November 2025,karnataka,kolar,1305,94,15
November 2025,karnataka,koppal,1447,140,15
November 2025,karnataka,mandya,1000,42,13
November 2025,karnataka,mysuru,709,75,60
November 2025,karnataka,raichur,1918,487,27
November 2025,karnataka,shivamogga,462,43,23
November 2025,karnataka,tumakuru,1300,97,3
November 2025,karnataka,udupi,613,60,15
November 2025,karnataka,uttara kannada,1018,75,19
November 2025,karnataka,vijayanagara,434,51,12
November 2025,karnataka,vijayapura,999,148,19
November 2025,karnataka,yadgir,1238,332,72
November 2025,kerala,alappuzha,753,253,57
November 2025,kerala,ernakulam,1244,467,153
November 2025,kerala,idukki,423,64,15
November 2025,kerala,kannur,1334,528,76
November 2025,kerala,kasaragod,911,260,23
November 2025,kerala,kollam,1151,287,93
November 2025,kerala,kottayam,642,232,35
November 2025,kerala,kozhikode,1473,582,118
November 2025,kerala,malappuram,3086,1169,101
November 2025,kerala,palakkad,1526,373,82
November 2025,kerala,pathanamthitta,352,126,21
November 2025,kerala,thiruvananthapuram,1433,349,259
November 2025,kerala,thrissur,1644,383,380
November 2025,kerala,wayanad,512,67,9
November 2025,ladakh,kargil,100,28,3
November 2025,madhya pradesh,agar malwa,868,86,1
November 2025,madhya pradesh,alirajpur,621,421,24
November 2025,madhya pradesh,anuppur,1016,84,7
November 2025,madhya pradesh,ashoknagar,754,209,55
November 2025,madhya pradesh,balaghat,1742,126,7
November 2025,madhya pradesh,barwani,1264,437,83
November 2025,madhya pradesh,betul,1753,270,30
November 2025,madhya pradesh,bhind,1367,596,76
November 2025,madhya pradesh,bhopal,2570,308,46
November 2025,madhya pradesh,burhanpur,615,138,17
November 2025,madhya pradesh,chhatarpur,2385,741,33
November 2025,madhya pradesh,chhindwara,2365,132,7
November 2025,madhya pradesh,damoh,1381,225,32
November 2025,madhya pradesh,datia,912,306,3
November 2025,madhya pradesh,dewas,2576,319,20
November 2025,madhya pradesh,dhar,1952,532,70
November 2025,madhya pradesh,dindori,424,51,1
November 2025,madhya pradesh,guna,1410,313,0
November 2025,madhya pradesh,gwalior,2245,599,260
November 2025,madhya pradesh,harda,544,87,12
November 2025,madhya pradesh,indore,3386,818,97
November 2025,madhya pradesh,jabalpur,2787,368,28
November 2025,madhya pradesh,jhabua,1215,892,30
November 2025,madhya pradesh,katni,1915,455,11
November 2025,madhya pradesh,maihar,90,2,7
November 2025,madhya pradesh,mandla,1310,62,2
November 2025,madhya pradesh,mandsaur,3253,225,9
November 2025,madhya pradesh,mauganj,73,11,0
November 2025,madhya pradesh,morena,2342,913,70
November 2025,madhya pradesh,narmadapuram,136,31,20
November 2025,madhya pradesh,narsimhapur,271,57,0
November 2025,madhya pradesh,neemuch,1697,170,13
November 2025,madhya pradesh,niwari,47,8,1
November 2025,madhya pradesh,pandhurna,20,0,4
November 2025,madhya pradesh,panna,1432,493,16
November 2025,madhya pradesh,raisen,1194,171,40
November 2025,madhya pradesh,rajgarh,1493,345,5
November 2025,madhya pradesh,ratlam,2668,457,45
November 2025,madhya pradesh,rewa,2416,341,10
November 2025,madhya pradesh,sagar,3049,310,152
November 2025,madhya pradesh,satna,2537,327,22
November 2025,madhya pradesh,sehore,943,172,12
November 2025,madhya pradesh,seoni,1322,101,5
November 2025,madhya pradesh,shahdol,915,143,42
November 2025,madhya pradesh,shajapur,2048,232,6
November 2025,madhya pradesh,sheopur,580,398,23
November 2025,madhya pradesh,shivpuri,1257,638,206
November 2025,madhya pradesh,sidhi,1393,119,5
November 2025,madhya pradesh,singrauli,1289,188,4
November 2025,madhya pradesh,tikamgarh,1607,364,14
November 2025,madhya pradesh,ujjain,4115,490,70
November 2025,madhya pradesh,umaria,1003,161,8
November 2025,madhya pradesh,vidisha,1317,267,12
November 2025,maharashtra,akola,928,122,2
November 2025,maharashtra,amravati,1080,136,44
November 2025,maharashtra,beed,1248,264,68
November 2025,maharashtra,bhandara,456,8,2
November 2025,maharashtra,buldhana,1103,129,13
November 2025,maharashtra,chandrapur,814,52,15
November 2025,maharashtra,chhatrapati sambhajinagar,100,75,81
November 2025,maharashtra,dharashiv,18,7,14
November 2025,maharashtra,dhule,1156,390,63
November 2025,maharashtra,gadchiroli,408,42,12
November 2025,maharashtra,gondia,722,25,1
November 2025,maharashtra,hingoli,635,107,11
November 2025,maharashtra,jalgaon,2036,252,44
November 2025,maharashtra,jalna,1051,181,11
November 2025,maharashtra,kolhapur,1773,212,12
November 2025,maharashtra,latur,1174,235,36
November 2025,maharashtra,mumbai,3256,900,10
November 2025,maharashtra,mumbai suburban,2508,624,156
November 2025,maharashtra,nagpur,2376,353,18
November 2025,maharashtra,nanded,1242,274,83
November 2025,maharashtra,nandurbar,1249,279,35
November 2025,maharashtra,nashik,3479,923,79
November 2025,maharashtra,palghar,1821,467,19
November 2025,maharashtra,parbhani,1220,190,77
November 2025,maharashtra,pune,5677,1275,360
November 2025,maharashtra,raigad,392,106,31
November 2025,maharashtra,ratnagiri,642,49,18
November 2025,maharashtra,sangli,1157,189,8
November 2025,maharashtra,satara,1180,105,33
November 2025,maharashtra,sindhudurg,373,19,15
November 2025,maharashtra,solapur,2258,454,50
November 2025,maharashtra,thane,5723,1865,96
November 2025,maharashtra,wardha,343,11,4
November 2025,maharashtra,washim,508,30,6
November 2025,maharashtra,yavatmal,908,128,58
November 2025,manipur,bishnupur,128,130,3
November 2025,manipur,chandel,69,91,2
November 2025,manipur,churachandpur,164,239,13
November 2025,manipur,imphal east,169,150,4
November 2025,manipur,imphal west,186,169,3
November 2025,manipur,jiribam,12,24,1
November 2025,manipur,kakching,14,17,0
November 2025,manipur,pherzawl,0,1,0
November 2025,manipur,senapati,207,151,7
November 2025,manipur,tamenglong,94,163,11
November 2025,manipur,thoubal,117,205,2
November 2025,manipur,ukhrul,127,133,5
November 2025,meghalaya,east garo hills,33,99,117
November 2025,meghalaya,east jaintia hills,19,75,143
November 2025,meghalaya,east khasi hills,225,517,1106
November 2025,meghalaya,eastern west khasi hills,1,45,0
November 2025,meghalaya,north garo hills,32,89,71
November 2025,meghalaya,ri bhoi,111,222,329
November 2025,meghalaya,south garo hills,35,107,159
November 2025,meghalaya,south west garo hills,76,61,59
November 2025,meghalaya,south west khasi hills,112,158,60
November 2025,meghalaya,west garo hills,385,282,276
November 2025,meghalaya,west jaintia hills,75,149,285
November 2025,meghalaya,west khasi hills,75,204,181
November 2025,mizoram,aizawl,237,51,4
November 2025,mizoram,champhai,78,34,7
November 2025,mizoram,hnahthial,1,0,0
November 2025,mizoram,khawzawl,2,1,4
November 2025,mizoram,kolasib,38,6,4
November 2025,mizoram,lawngtlai,116,57,1
November 2025,mizoram,lunglei,125,19,25
November 2025,mizoram,mamit,68,4,0
November 2025,mizoram,saitual,0,2,1
November 2025,mizoram,serchhip,18,4,1
November 2025,nagaland,chumoukedima,3,11,16
November 2025,nagaland,dimapur,107,77,29
November 2025,nagaland,kiphire,28,115,11
November 2025,nagaland,kohima,50,48,26
November 2025,nagaland,longleng,3,18,9
November 2025,nagaland,meluri,1,6,1
November 2025,nagaland,mokokchung,5,29,13
November 2025,nagaland,mon,65,119,41
November 2025,nagaland,niuland,0,2,1
November 2025,nagaland,noklak,7,72,14
November 2025,nagaland,peren,11,5,21
November 2025,nagaland,phek,58,98,6
November 2025,nagaland,shamator,0,23,14
November 2025,nagaland,tseminyu,1,3,6
November 2025,nagaland,tuensang,66,61,8
November 2025,nagaland,wokha,12,19,6
November 2025,nagaland,zunheboto,17,81,9
November 2025,odisha,angul,487,79,2
November 2025,odisha,balangir,732,173,31
November 2025,odisha,bargarh,823,163,0
November 2025,odisha,bhadrak,678,216,11
November 2025,odisha,boudh,193,50,1
November 2025,odisha,cuttack,759,195,4
November 2025,odisha,dhenkanal,349,87,1
November 2025,odisha,gajapati,361,53,9
November 2025,odisha,ganjam,1577,230,5
November 2025,odisha,jagatsinghapur,638,80,14
November 2025,odisha,jajpur,1021,155,31
November 2025,odisha,jharsuguda,230,23,0
November 2025,odisha,kalahandi,588,212,18
November 2025,odisha,kandhamal,452,74,1
November 2025,odisha,kendrapara,604,140,5
November 2025,odisha,khordha,932,184,61
November 2025,odisha,koraput,481,181,22
November 2025,odisha,malkangiri,401,69,1
November 2025,odisha,mayurbhanj,1192,369,6
November 2025,odisha,nabarangpur,578,345,8
November 2025,odisha,nayagarh,401,65,7
November 2025,odisha,nuapada,260,62,2
November 2025,odisha,puri,704,117,2
November 2025,odisha,rayagada,402,131,1
November 2025,odisha,sambalpur,483,82,1
November 2025,odisha,sonepur,230,48,0
November 2025,odisha,sundargarh,745,150,1
November 2025,puducherry,karaikal,86,6,7
November 2025,puducherry,puducherry,372,21,8
November 2025,punjab,amritsar,1315,271,40
November 2025,punjab,barnala,263,25,5
November 2025,punjab,bathinda,604,77,14
November 2025,punjab,faridkot,205,24,3
November 2025,punjab,fatehgarh sahib,234,43,4
November 2025,punjab,fazilka,344,51,1
November 2025,punjab,ferozepur,327,19,3
November 2025,punjab,gurdaspur,984,113,33
November 2025,punjab,hoshiarpur,744,60,41
November 2025,punjab,jalandhar,870,204,28
November 2025,punjab,kapurthala,314,47,234
November 2025,punjab,ludhiana,1629,485,108
November 2025,punjab,malerkotla,181,42,4
November 2025,punjab,mansa,241,28,2
November 2025,punjab,moga,327,44,17
November 2025,punjab,pathankot,297,27,1
November 2025,punjab,patiala,703,100,2
November 2025,punjab,rupnagar,363,24,3
November 2025,punjab,sangrur,460,52,26
November 2025,punjab,shahid bhagat singh nagar,248,36,30
November 2025,punjab,sri muktsar sahib,310,43,6
November 2025,punjab,tarn taran,656,62,4
November 2025,rajasthan,ajmer,1972,550,66
November 2025,rajasthan,alwar,2676,1462,88
November 2025,rajasthan,balotra,1,0,0
November 2025,rajasthan,banswara,1038,770,21
November 2025,rajasthan,baran,1001,366,19
November 2025,rajasthan,barmer,2342,1158,41
November 2025,rajasthan,bharatpur,2149,1429,79
November 2025,rajasthan,bhilwara,1751,611,72
November 2025,rajasthan,bikaner,1164,876,36
November 2025,rajasthan,bundi,690,324,49
November 2025,rajasthan,chittorgarh,748,325,45
November 2025,rajasthan,churu,1495,796,57
November 2025,rajasthan,dausa,1120,512,39
November 2025,rajasthan,deeg,4,15,12
November 2025,rajasthan,dholpur,1021,539,77
November 2025,rajasthan,dungarpur,917,635,35
November 2025,rajasthan,ganganagar,852,266,26
November 2025,rajasthan,hanumangarh,706,222,19
November 2025,rajasthan,jaipur,4561,1840,391
November 2025,rajasthan,jaisalmer,336,217,17
November 2025,rajasthan,jalore,1675,1351,89
November 2025,rajasthan,jhalawar,1223,491,33
November 2025,rajasthan,jhunjhunu,1412,414,51
November 2025,rajasthan,jodhpur,2303,1211,498
November 2025,rajasthan,karauli,1373,647,72
November 2025,rajasthan,kota,1637,496,40
November 2025,rajasthan,nagaur,2277,1012,104
November 2025,rajasthan,pali,1596,680,61
November 2025,rajasthan,pratapgarh,661,256,13
November 2025,rajasthan,rajsamand,839,337,19
November 2025,rajasthan,sawai madhopur,1057,438,41
November 2025,rajasthan,sikar,1717,555,113
November 2025,rajasthan,sirohi,896,585,160
November 2025,rajasthan,tonk,992,368,17
November 2025,rajasthan,udaipur,2217,1514,125
November 2025,sikkim,mangan,0,1,0
November 2025,sikkim,namchi,1,2,1
November 2025,tamil nadu,ariyalur,550,180,39
November 2025,tamil nadu,chengalpattu,179,113,13
November 2025,tamil nadu,chennai,2257,645,81
November 2025,tamil nadu,coimbatore,2013,572,9
November 2025,tamil nadu,cuddalore,2140,392,2
November 2025,tamil nadu,dharmapuri,1549,289,9
November 2025,tamil nadu,dindigul,1318,458,3
November 2025,tamil nadu,erode,1350,346,5
November 2025,tamil nadu,kallakurichi,216,37,3
November 2025,tamil nadu,kancheepuram,2583,1065,18
November 2025,tamil nadu,kanniyakumari,1040,63,15
November 2025,tamil nadu,karur,874,219,0
November 2025,tamil nadu,krishnagiri,1070,346,5
November 2025,tamil nadu,madurai,2381,314,7
November 2025,tamil nadu,mayiladuthurai,100,20,1
November 2025,tamil nadu,nagapattinam,923,234,0
November 2025,tamil nadu,namakkal,1034,234,4
November 2025,tamil nadu,perambalur,505,88,0
November 2025,tamil nadu,pudukkottai,1405,563,4
November 2025,tamil nadu,ramanathapuram,934,236,6
November 2025,tamil nadu,ranipet,32,2,1
November 2025,tamil nadu,salem,2012,490,95
November 2025,tamil nadu,sivaganga,1027,312,9
November 2025,tamil nadu,tenkasi,342,39,0
November 2025,tamil nadu,thanjavur,1517,407,2
November 2025,tamil nadu,the nilgiris,345,139,4
November 2025,tamil nadu,theni,771,189,2
November 2025,tamil nadu,thiruvallur,2595,1040,24
November 2025,tamil nadu,thiruvarur,948,284,2
November 2025,tamil nadu,thoothukkudi,1201,277,3
November 2025,tamil nadu,tiruchirappalli,2029,514,1
November 2025,tamil nadu,tirunelveli,2159,444,2
November 2025,tamil nadu,tirupathur,245,37,2
November 2025,tamil nadu,tiruppur,1390,381,3
November 2025,tamil nadu,tiruvannamalai,1827,210,21
November 2025,tamil nadu,vellore,2176,460,11
November 2025,tamil nadu,viluppuram,3849,658,2
November 2025,tamil nadu,virudhunagar,1351,226,3
November 2025,telangana,adilabad,577,121,2
November 2025,telangana,bhadradri kothagudem,478,144,1
November 2025,telangana,hanumakonda,228,29,4
November 2025,telangana,hyderabad,3632,821,139
November 2025,telangana,jagitial,285,22,9
November 2025,telangana,jangoan,214,28,0
November 2025,telangana,jayashankar bhupalapally,166,39,4
November 2025,telangana,jogulamba gadwal,397,87,2
November 2025,telangana,kamareddy,509,27,0
November 2025,telangana,karimnagar,1188,142,4
November 2025,telangana,khammam,733,210,4
November 2025,telangana,mahabubabad,329,71,0
November 2025,telangana,mahabubnagar,1744,570,11
November 2025,telangana,mancherial,206,41,0
November 2025,telangana,medak,1481,334,3
November 2025,telangana,medchal malkajgiri,893,262,40
November 2025,telangana,mulugu,172,42,4
November 2025,telangana,nagarkurnool,248,67,1
November 2025,telangana,nalgonda,1350,327,1
November 2025,telangana,narayanpet,240,48,4
November 2025,telangana,nirmal,325,33,1
November 2025,telangana,nizamabad,1344,162,4
November 2025,telangana,peddapalli,125,10,1
November 2025,telangana,rajanna sircilla,194,12,1
November 2025,telangana,ranga reddy,52,21,1
November 2025,telangana,sangareddy,595,118,2
November 2025,telangana,siddipet,430,57,1
November 2025,telangana,suryapet,424,60,1
November 2025,telangana,vikarabad,560,125,2
November 2025,telangana,wanaparthy,346,125,0
November 2025,telangana,warangal,599,113,0
November 2025,tripura,dhalai,193,160,10
November 2025,tripura,gomati,95,55,0
November 2025,tripura,khowai,56,33,18
November 2025,tripura,north tripura,265,87,3
November 2025,tripura,sepahijala,275,113,10
November 2025,tripura,south tripura,353,268,4
November 2025,tripura,unakoti,116,42,3
November 2025,tripura,west tripura,588,222,15
November 2025,uttar pradesh,agra,2709,1766,62
November 2025,uttar pradesh,aligarh,1632,1280,50
November 2025,uttar pradesh,ambedkar nagar,923,855,17
November 2025,uttar pradesh,amethi,938,606,16
November 2025,uttar pradesh,amroha,1364,526,4
November 2025,uttar pradesh,auraiya,618,371,0
November 2025,uttar pradesh,ayodhya,193,68,3
November 2025,uttar pradesh,azamgarh,1325,2557,64
November 2025,uttar pradesh,baghpat,738,539,43
November 2025,uttar pradesh,bahraich,1286,1704,225
November 2025,uttar pradesh,ballia,1083,1618,23
November 2025,uttar pradesh,balrampur,898,1219,40
November 2025,uttar pradesh,banda,811,674,17
November 2025,uttar pradesh,bara banki,1384,714,33
November 2025,uttar pradesh,bareilly,2921,1561,137
November 2025,uttar pradesh,basti,1336,1278,14
November 2025,uttar pradesh,bhadohi,63,50,3
November 2025,uttar pradesh,bijnor,3559,884,11
November 2025,uttar pradesh,budaun,1480,1104,53
November 2025,uttar pradesh,bulandshahr,2102,1532,37
November 2025,uttar pradesh,chandauli,973,922,20
November 2025,uttar pradesh,chitrakoot,683,567,1
November 2025,uttar pradesh,deoria,1013,1184,37
November 2025,uttar pradesh,etah,835,582,24
November 2025,uttar pradesh,etawah,906,512,26
November 2025,uttar pradesh,farrukhabad,792,730,30
November 2025,uttar pradesh,fatehpur,1185,856,41
