month,state_norm,district_resolved,bio_age_5_17,bio_age_17_
March 2025,uttar pradesh,mathura,9952,4171
March 2025,uttar pradesh,mau,7060,4125
March 2025,uttar pradesh,meerut,17856,6926
March 2025,uttar pradesh,mirzapur,9012,4430
March 2025,uttar pradesh,moradabad,13376,6120
March 2025,uttar pradesh,muzaffarnagar,16292,5670
March 2025,uttar pradesh,pilibhit,11998,5632
March 2025,uttar pradesh,pratapgarh,7907,8148
March 2025,uttar pradesh,prayagraj,851,1068
March 2025,uttar pradesh,rae bareli,11031,5260
March 2025,uttar pradesh,rampur,12017,3938
March 2025,uttar pradesh,saharanpur,14541,8274
March 2025,uttar pradesh,sambhal,8038,2213
March 2025,uttar pradesh,sant kabir nagar,4902,4748
March 2025,uttar pradesh,shahjahanpur,17984,4776
March 2025,uttar pradesh,shamli,8476,2838
March 2025,uttar pradesh,shrawasti,4999,3310
March 2025,uttar pradesh,siddharthnagar,8772,4202
March 2025,uttar pradesh,sitapur,28190,8685
March 2025,uttar pradesh,sonbhadra,13274,5911
March 2025,uttar pradesh,sultanpur,7108,4601
March 2025,uttar pradesh,unnao,12044,5765
March 2025,uttar pradesh,varanasi,9546,8002
March 2025,uttarakhand,almora,1410,1627
March 2025,uttarakhand,bageshwar,651,1871
March 2025,uttarakhand,chamoli,1167,2357
March 2025,uttarakhand,champawat,793,1585
March 2025,uttarakhand,dehradun,4603,6951
March 2025,uttarakhand,haridwar,3420,4653
March 2025,uttarakhand,nainital,2496,3088
March 2025,uttarakhand,pauri garhwal,1213,1926
March 2025,uttarakhand,pithoragarh,1083,1920
March 2025,uttarakhand,rudraprayag,770,1484
March 2025,uttarakhand,tehri garhwal,1870,2680
March 2025,uttarakhand,udham singh nagar,4444,4887
March 2025,uttarakhand,uttarkashi,764,1581
March 2025,west bengal,alipurduar,390,584
March 2025,west bengal,bankura,5474,6134
March 2025,west bengal,birbhum,4894,6872
March 2025,west bengal,cooch behar,2097,3132
March 2025,west bengal,dakshin dinajpur,1775,2540
March 2025,west bengal,darjeeling,1632,3600
March 2025,west bengal,hooghly,7013,10405
March 2025,west bengal,howrah,4193,7513
March 2025,west bengal,jalpaiguri,3347,5581
March 2025,west bengal,jhargram,87,235
March 2025,west bengal,kalimpong,24,17
March 2025,west bengal,kolkata,2706,7920
March 2025,west bengal,malda,4295,7225
March 2025,west bengal,murshidabad,8679,14109
March 2025,west bengal,nadia,5652,9904
March 2025,west bengal,north parganas,9230,15858
March 2025,west bengal,paschim bardhaman,346,929
March 2025,west bengal,paschim medinipur,5732,7923
March 2025,west bengal,purba bardhaman,473,998
March 2025,west bengal,purba medinipur,6008,7608
March 2025,west bengal,purulia,2939,5643
March 2025,west bengal,south parganas,10279,14183
March 2025,west bengal,uttar dinajpur,3111,5665
April 2025,andaman and nicobar islands,nicobars,151,117
April 2025,andaman and nicobar islands,north and middle andaman,623,348
April 2025,andaman and nicobar islands,south andamans,839,482
April 2025,andhra pradesh,alluri sitharama raju,877,1092
April 2025,andhra pradesh,anakapalli,598,342
April 2025,andhra pradesh,ananthapuramu,37667,4007
April 2025,andhra pradesh,annamayya,760,371
April 2025,andhra pradesh,bapatla,220,165
April 2025,andhra pradesh,chittoor,35284,10206
April 2025,andhra pradesh,dr b r ambedkar konaseema,321,247
April 2025,andhra pradesh,east godavari,39510,11585
April 2025,andhra pradesh,eluru,402,462
April 2025,andhra pradesh,guntur,40190,11344
April 2025,andhra pradesh,kakinada,710,613
April 2025,andhra pradesh,krishna,29038,9999
April 2025,andhra pradesh,kurnool,56618,11320
April 2025,andhra pradesh,nandyal,658,411
April 2025,andhra pradesh,palnadu,606,398
April 2025,andhra pradesh,parvathipuram manyam,840,655
April 2025,andhra pradesh,prakasam,28635,7906
April 2025,andhra pradesh,sri potti sriramulu nellore,519,369
April 2025,andhra pradesh,sri sathya sai,690,395
April 2025,andhra pradesh,srikakulam,29521,7659
April 2025,andhra pradesh,tirupati,560,571
April 2025,andhra pradesh,visakhapatnam,44075,14418
April 2025,andhra pradesh,vizianagaram,21930,6001
April 2025,andhra pradesh,west godavari,26832,9379
April 2025,arunachal pradesh,anjaw,68,53
April 2025,arunachal pradesh,changlang,490,258
April 2025,arunachal pradesh,dibang valley,11,11
April 2025,arunachal pradesh,east kameng,333,168
April 2025,arunachal pradesh,east siang,191,112
April 2025,arunachal pradesh,kra daadi,127,80
April 2025,arunachal pradesh,kurung kumey,107,467
April 2025,arunachal pradesh,lohit,177,306
April 2025,arunachal pradesh,longding,277,126
April 2025,arunachal pradesh,lower dibang valley,111,67
April 2025,arunachal pradesh,lower subansiri,169,178
April 2025,arunachal pradesh,namsai,327,351
April 2025,arunachal pradesh,papum pare,458,618
April 2025,arunachal pradesh,shi yomi,17,15
April 2025,arunachal pradesh,siang,107,49
April 2025,arunachal pradesh,tawang,153,118
April 2025,arunachal pradesh,tirap,107,49
April 2025,arunachal pradesh,upper siang,112,67
April 2025,arunachal pradesh,upper subansiri,336,230
April 2025,arunachal pradesh,west kameng,330,637
April 2025,arunachal pradesh,west siang,250,157
April 2025,assam,baksa,2598,474
April 2025,assam,barpeta,9902,2067
April 2025,assam,biswanath,1463,323
April 2025,assam,bongaigaon,4512,1135
April 2025,assam,cachar,9483,2866
April 2025,assam,charaideo,385,166
April 2025,assam,chirang,2597,633
April 2025,assam,darrang,3709,1180
April 2025,assam,dhemaji,1532,642
April 2025,assam,dhubri,9246,1767
April 2025,assam,dibrugarh,2860,2275
April 2025,assam,goalpara,2740,746
April 2025,assam,golaghat,1210,763
April 2025,assam,hailakandi,1165,482
April 2025,assam,hojai,2871,1358
April 2025,assam,jorhat,1052,436
April 2025,assam,kamrup,8005,1226
April 2025,assam,kamrup metro,2881,1492
April 2025,assam,karbi anglong,2984,1071
April 2025,assam,kokrajhar,4750,1068
April 2025,assam,lakhimpur,3081,896
April 2025,assam,majuli,461,75
April 2025,assam,marigaon,4983,1237
April 2025,assam,nagaon,8183,5530
April 2025,assam,nalbari,1452,301
April 2025,assam,sonitpur,3255,1068
April 2025,assam,south salmara mancachar,360,161
April 2025,assam,tinsukia,1387,723
April 2025,assam,udalguri,2535,738
April 2025,assam,west karbi anglong,162,188
April 2025,bihar,araria,17275,12820
April 2025,bihar,arwal,2372,2688
April 2025,bihar,aurangabad,7654,6726
April 2025,bihar,banka,11199,7130
April 2025,bihar,begusarai,14813,11846
April 2025,bihar,bhagalpur,14317,10270
April 2025,bihar,bhojpur,6166,8088
April 2025,bihar,buxar,4215,4119
April 2025,bihar,darbhanga,18424,16329
April 2025,bihar,gaya,17648,14616
April 2025,bihar,gopalganj,8655,7342
April 2025,bihar,jamui,7373,4803
April 2025,bihar,jehanabad,2739,2931
April 2025,bihar,kaimur bhabua,5973,4993
April 2025,bihar,katihar,20160,16110
April 2025,bihar,khagaria,7712,6367
April 2025,bihar,kishanganj,9326,8916
April 2025,bihar,lakhisarai,4012,3848
April 2025,bihar,madhepura,11307,10247
April 2025,bihar,madhubani,21330,19418
April 2025,bihar,munger,3807,3746
April 2025,bihar,muzaffarpur,18807,16225
April 2025,bihar,nalanda,9408,9234
April 2025,bihar,nawada,6580,6134
April 2025,bihar,pashchim champaran,11,30
April 2025,bihar,patna,17785,15295
April 2025,bihar,purnia,19935,17607
April 2025,bihar,rohtas,8429,7584
April 2025,bihar,saharsa,8078,11399
April 2025,bihar,samastipur,21204,16623
April 2025,bihar,saran,9485,10504
April 2025,bihar,sheikhpura,2622,3054
April 2025,bihar,sheohar,2342,2979
April 2025,bihar,sitamarhi,14036,13191
April 2025,bihar,siwan,8163,8502
April 2025,bihar,supaul,9887,10713
April 2025,bihar,vaishali,14309,14410
April 2025,chandigarh,chandigarh,4587,3334
April 2025,chhattisgarh,balod,1467,5641
April 2025,chhattisgarh,bastar,1359,7487
April 2025,chhattisgarh,bemetara,1392,7909
April 2025,chhattisgarh,bijapur,1550,1985
April 2025,chhattisgarh,bilaspur,3452,20010
April 2025,chhattisgarh,dakshin bastar dantewada,539,1337
April 2025,chhattisgarh,dhamtari,1473,9230
April 2025,chhattisgarh,durg,3606,15585
April 2025,chhattisgarh,gariyaband,749,5973
April 2025,chhattisgarh,gaurela pendra marwahi,51,423
April 2025,chhattisgarh,janjgir champa,3329,20749
April 2025,chhattisgarh,jashpur,1311,6376
April 2025,chhattisgarh,kabeerdham,574,2285
April 2025,chhattisgarh,kondagaon,541,3788
April 2025,chhattisgarh,korba,3449,9118
April 2025,chhattisgarh,mahasamund,1532,12826
April 2025,chhattisgarh,mohla manpur ambagarh chouki,120,777
April 2025,chhattisgarh,mungeli,1460,7647
April 2025,chhattisgarh,narayanpur,638,2468
April 2025,chhattisgarh,raigarh,2771,13806
April 2025,chhattisgarh,raipur,3770,15413
April 2025,chhattisgarh,rajnandgaon,2465,13847
April 2025,chhattisgarh,sakti,67,528
April 2025,chhattisgarh,sukma,879,1508
April 2025,chhattisgarh,surajpur,1092,7311
April 2025,chhattisgarh,surguja,1534,8880
April 2025,chhattisgarh,uttar bastar kanker,262,2190
April 2025,delhi,new delhi,496,309
April 2025,delhi,north east,587,11899
April 2025,delhi,shahdara,696,928
April 2025,goa,north goa,2536,2680
April 2025,goa,south goa,2257,1839
April 2025,gujarat,ahmedabad,18343,28798
April 2025,gujarat,amreli,3506,3969
April 2025,gujarat,anand,6004,7883
April 2025,gujarat,arvalli,2004,1235
April 2025,gujarat,banas kantha,5649,7714
April 2025,gujarat,bharuch,4252,5159
April 2025,gujarat,bhavnagar,7718,9386
April 2025,gujarat,botad,909,636
April 2025,gujarat,chhotaudepur,2427,2256
April 2025,gujarat,dahod,7920,8011
April 2025,gujarat,devbhumi dwarka,2361,1003
April 2025,gujarat,gandhinagar,3978,5229
April 2025,gujarat,gir somnath,2439,1721
April 2025,gujarat,jamnagar,3999,4706
April 2025,gujarat,junagadh,3163,8036
April 2025,gujarat,kachchh,9160,7044
April 2025,gujarat,kheda,5900,7903
April 2025,gujarat,mahesana,3672,5662
April 2025,gujarat,mahisagar,1745,1517
April 2025,gujarat,morbi,2887,1336
April 2025,gujarat,narmada,1836,3207
April 2025,gujarat,navsari,2813,2655
April 2025,gujarat,patan,3491,4618
April 2025,gujarat,porbandar,1716,2165
April 2025,gujarat,rajkot,8682,10776
April 2025,gujarat,surat,17298,20133
April 2025,gujarat,tapi,2229,3622
April 2025,gujarat,vadodara,6897,14900
April 2025,gujarat,valsad,4813,5971
April 2025,haryana,ambala,4249,6898
April 2025,haryana,bhiwani,4533,7663
April 2025,haryana,charkhi dadri,341,759
April 2025,haryana,faridabad,6769,8256
April 2025,haryana,fatehabad,5328,5328
April 2025,haryana,hisar,6989,8277
April 2025,haryana,jhajjar,2916,4149
April 2025,haryana,jind,4833,7701
April 2025,haryana,kaithal,3915,6610
April 2025,haryana,karnal,4570,9626
April 2025,haryana,kurukshetra,3786,7221
April 2025,haryana,mahendragarh,1964,3058
April 2025,haryana,palwal,3238,3004
April 2025,haryana,panchkula,2927,2847
April 2025,haryana,panipat,4142,6815
April 2025,haryana,rewari,2301,2505
April 2025,haryana,rohtak,3730,7672
April 2025,haryana,sirsa,5800,6490
April 2025,haryana,sonipat,4858,7654
April 2025,haryana,yamunanagar,21,82
April 2025,himachal pradesh,bilaspur,1174,1738
April 2025,himachal pradesh,chamba,1806,2724
April 2025,himachal pradesh,hamirpur,1100,1609
April 2025,himachal pradesh,kangra,4415,5920
April 2025,himachal pradesh,kinnaur,287,300
April 2025,himachal pradesh,kullu,1709,1677
April 2025,himachal pradesh,mandi,3982,4865
April 2025,himachal pradesh,shimla,2046,3224
April 2025,himachal pradesh,sirmaur,2605,2609
April 2025,himachal pradesh,solan,1911,2610
April 2025,himachal pradesh,una,1577,2153
April 2025,jammu and kashmir,anantnag,2036,2874
April 2025,jammu and kashmir,bandipora,959,1732
April 2025,jammu and kashmir,baramulla,2983,5486
April 2025,jammu and kashmir,budgam,1571,832
April 2025,jammu and kashmir,doda,1753,2224
April 2025,jammu and kashmir,ganderbal,747,1071
April 2025,jammu and kashmir,jammu,3161,7006
April 2025,jammu and kashmir,kathua,1919,2406
April 2025,jammu and kashmir,kishtwar,1440,1223
April 2025,jammu and kashmir,kulgam,1461,1971
April 2025,jammu and kashmir,kupwara,3485,4378
April 2025,jammu and kashmir,pulwama,1034,1643
April 2025,jammu and kashmir,rajouri,2419,3783
April 2025,jammu and kashmir,ramban,1350,1381
April 2025,jammu and kashmir,reasi,1158,1480
April 2025,jammu and kashmir,samba,575,615
April 2025,jammu and kashmir,srinagar,1911,4827
April 2025,jammu and kashmir,udhampur,2272,2989
April 2025,jharkhand,bokaro,9457,11093
April 2025,jharkhand,chatra,5480,5540
April 2025,jharkhand,deoghar,6707,5891
April 2025,jharkhand,dhanbad,12152,17659
April 2025,jharkhand,dumka,9051,8197
April 2025,jharkhand,east singhbum,12370,12771
April 2025,jharkhand,garhwa,8222,9769
April 2025,jharkhand,giridih,11780,10036
April 2025,jharkhand,godda,11029,6501
April 2025,jharkhand,gumla,6495,8916
April 2025,jharkhand,hazaribagh,7742,6574
April 2025,jharkhand,jamtara,3727,3566
April 2025,jharkhand,khunti,2733,3899
April 2025,jharkhand,koderma,4304,4313
April 2025,jharkhand,latehar,4583,3178
April 2025,jharkhand,lohardaga,3098,4422
April 2025,jharkhand,pakur,4367,2507
April 2025,jharkhand,palamu,11296,9515
April 2025,jharkhand,ramgarh,3693,2953
April 2025,jharkhand,ranchi,12941,20668
April 2025,jharkhand,sahebganj,7125,4354
April 2025,jharkhand,saraikela kharsawan,6863,7058
April 2025,jharkhand,simdega,4995,7629
April 2025,jharkhand,west singhbhum,13773,11613
April 2025,karnataka,bagalkote,4275,4484
April 2025,karnataka,ballari,2822,1418
April 2025,karnataka,belagavi,5270,3478
April 2025,karnataka,bidar,3396,5280
April 2025,karnataka,chamarajanagar,1316,1569
April 2025,karnataka,chikkaballapura,2472,2223
April 2025,karnataka,chikkamagaluru,1146,776
April 2025,karnataka,chitradurga,3342,3500
April 2025,karnataka,dakshina kannada,4599,4969
April 2025,karnataka,davanagere,4980,6223
April 2025,karnataka,dharwad,5194,5962
April 2025,karnataka,gadag,2653,2195
April 2025,karnataka,hassan,2949,2849
April 2025,karnataka,haveri,3692,4642
April 2025,karnataka,kalaburagi,4184,2891
April 2025,karnataka,kodagu,1054,1047
April 2025,karnataka,kolar,3623,3570
April 2025,karnataka,koppal,3215,3006
April 2025,karnataka,mandya,3463,4084
April 2025,karnataka,mysuru,3719,3149
April 2025,karnataka,raichur,4661,6869
April 2025,karnataka,shivamogga,2310,1316
April 2025,karnataka,tumakuru,4950,6885
April 2025,karnataka,udupi,2164,1429
April 2025,karnataka,uttara kannada,2350,2162
April 2025,karnataka,vijayanagara,921,2505
April 2025,karnataka,vijayapura,3058,1987
April 2025,karnataka,yadgir,3760,3814
April 2025,kerala,alappuzha,3782,5753
April 2025,kerala,ernakulam,6706,9970
April 2025,kerala,idukki,2043,3003
April 2025,kerala,kannur,5967,7398
April 2025,kerala,kasaragod,5995,3898
April 2025,kerala,kollam,6100,8828
April 2025,kerala,kottayam,3014,5071
April 2025,kerala,kozhikode,6503,7656
April 2025,kerala,malappuram,12171,13850
April 2025,kerala,palakkad,7877,10415
April 2025,kerala,pathanamthitta,2137,4034
April 2025,kerala,thiruvananthapuram,7483,11402
April 2025,kerala,thrissur,7513,8428
April 2025,kerala,wayanad,1218,2103
April 2025,ladakh,kargil,313,264
April 2025,madhya pradesh,agar malwa,1006,1142
April 2025,madhya pradesh,alirajpur,4642,4219
April 2025,madhya pradesh,anuppur,6943,5528
April 2025,madhya pradesh,ashoknagar,8644,3800
April 2025,madhya pradesh,balaghat,11048,7463
April 2025,madhya pradesh,barwani,15662,11872
April 2025,madhya pradesh,betul,11062,11031
April 2025,madhya pradesh,bhind,5754,2999
April 2025,madhya pradesh,bhopal,11729,9688
April 2025,madhya pradesh,burhanpur,3801,3962
April 2025,madhya pradesh,chhatarpur,14269,9000
April 2025,madhya pradesh,chhindwara,8906,9286
April 2025,madhya pradesh,damoh,18109,8967
April 2025,madhya pradesh,datia,4531,2350
April 2025,madhya pradesh,dewas,6769,7532
April 2025,madhya pradesh,dhar,10072,9703
April 2025,madhya pradesh,dindori,7309,4827
April 2025,madhya pradesh,guna,11724,5429
April 2025,madhya pradesh,gwalior,10154,6546
April 2025,madhya pradesh,harda,3845,3764
April 2025,madhya pradesh,indore,14574,12400
April 2025,madhya pradesh,jabalpur,10507,8228
April 2025,madhya pradesh,jhabua,7489,6260
April 2025,madhya pradesh,katni,5161,6243
April 2025,madhya pradesh,maihar,21,71
April 2025,madhya pradesh,mandla,5930,3749
April 2025,madhya pradesh,mandsaur,6308,5411
April 2025,madhya pradesh,morena,13836,6276
April 2025,madhya pradesh,narmadapuram,194,781
April 2025,madhya pradesh,narsimhapur,246,746
April 2025,madhya pradesh,neemuch,4755,2081
April 2025,madhya pradesh,niwari,257,181
April 2025,madhya pradesh,panna,11063,6229
April 2025,madhya pradesh,raisen,12132,5580
April 2025,madhya pradesh,rajgarh,14937,11041
April 2025,madhya pradesh,ratlam,8712,5505
April 2025,madhya pradesh,rewa,21559,8159
April 2025,madhya pradesh,sagar,17815,10875
April 2025,madhya pradesh,satna,14637,7737
April 2025,madhya pradesh,sehore,7883,8009
April 2025,madhya pradesh,seoni,7581,4981
April 2025,madhya pradesh,shahdol,6560,6310
April 2025,madhya pradesh,shajapur,10065,7725
April 2025,madhya pradesh,sheopur,4582,2633
April 2025,madhya pradesh,shivpuri,9941,5513
April 2025,madhya pradesh,sidhi,16891,5313
April 2025,madhya pradesh,singrauli,17686,4659
April 2025,madhya pradesh,tikamgarh,18725,9641
April 2025,madhya pradesh,ujjain,8884,5904
April 2025,madhya pradesh,umaria,2891,2472
April 2025,madhya pradesh,vidisha,8486,5753
April 2025,maharashtra,akola,3998,13294
April 2025,maharashtra,amravati,7506,23036
April 2025,maharashtra,beed,8445,18130
April 2025,maharashtra,bhandara,2722,8462
April 2025,maharashtra,buldhana,4843,13208
April 2025,maharashtra,chandrapur,5339,13857
April 2025,maharashtra,chhatrapati sambhajinagar,64,353
April 2025,maharashtra,dharashiv,11,34
April 2025,maharashtra,dhule,5882,14299
April 2025,maharashtra,gadchiroli,2630,7706
April 2025,maharashtra,gondia,3227,4618
April 2025,maharashtra,hingoli,3222,6628
April 2025,maharashtra,jalgaon,12325,25017
April 2025,maharashtra,jalna,4561,10514
April 2025,maharashtra,kolhapur,15200,16393
April 2025,maharashtra,latur,8274,21319
April 2025,maharashtra,mumbai,10735,29324
April 2025,maharashtra,mumbai suburban,9528,9391
April 2025,maharashtra,nagpur,10872,28643
April 2025,maharashtra,nanded,11868,18508
April 2025,maharashtra,nandurbar,5673,11344
April 2025,maharashtra,nashik,13708,30777
April 2025,maharashtra,palghar,5873,6864
April 2025,maharashtra,parbhani,6180,9983
April 2025,maharashtra,pune,27254,36621
April 2025,maharashtra,raigad,353,1240
April 2025,maharashtra,ratnagiri,2887,6595
April 2025,maharashtra,sangli,6695,13066
April 2025,maharashtra,satara,8214,10932
April 2025,maharashtra,sindhudurg,1481,2826
April 2025,maharashtra,solapur,11972,20928
April 2025,maharashtra,thane,16028,36209
April 2025,maharashtra,wardha,2859,7845
April 2025,maharashtra,washim,3178,7427
April 2025,maharashtra,yavatmal,7446,20110
April 2025,manipur,bishnupur,810,558
April 2025,manipur,chandel,387,492
April 2025,manipur,churachandpur,861,960
April 2025,manipur,imphal east,1438,1252
April 2025,manipur,imphal west,1363,1265
April 2025,manipur,jiribam,42,273
April 2025,manipur,kakching,78,40
April 2025,manipur,senapati,798,1232
April 2025,manipur,tamenglong,350,640
April 2025,manipur,thoubal,1572,1195
