date,state,district,age_0_5,age_5_17,age_18_greater
2025-01-06,maharashtra,hingoli,261,62,14
2025-01-06,maharashtra,latur,390,140,15
2025-01-06,maharashtra,nanded,432,124,28
2025-01-06,maharashtra,palghar,252,252,10
2025-01-06,maharashtra,pune,142,83,11
2025-01-06,maharashtra,sangli,240,105,11
2025-01-06,maharashtra,satara,136,55,10
2025-01-06,maharashtra,thane,2432,1767,222
2025-01-06,manipur,churachandpur,91,499,13
2025-01-06,meghalaya,east garo hills,70,469,341
2025-01-06,meghalaya,east jaintia hills,96,414,308
2025-01-06,meghalaya,east khasi hills,287,1875,978
2025-01-06,meghalaya,ri bhoi,69,398,316
2025-01-06,meghalaya,south garo hills,42,197,312
2025-01-06,meghalaya,south west garo hills,264,209,145
2025-01-06,meghalaya,south west khasi hills,54,184,146
2025-01-06,meghalaya,west garo hills,521,992,854
2025-01-06,meghalaya,west jaintia hills,192,1017,634
2025-01-06,meghalaya,west khasi hills,129,1296,752
2025-01-06,mizoram,champhai,86,26,26
2025-01-06,mizoram,lawngtlai,119,43,11
2025-01-06,nagaland,dimapur,105,240,32
2025-01-06,nagaland,mon,39,121,14
2025-01-06,nagaland,peren,37,141,10
2025-01-06,punjab,hoshiarpur,234,59,20
2025-01-06,punjab,kapurthala,182,67,68
2025-01-06,punjab,ludhiana,1095,645,90
2025-01-06,punjab,s.a.s nagar,193,75,14
2025-01-06,rajasthan,alwar,670,240,13
2025-01-06,rajasthan,barmer,684,259,10
2025-01-06,rajasthan,bhilwara,430,117,20
2025-01-06,rajasthan,bikaner,721,539,33
2025-01-06,rajasthan,churu,253,269,13
2025-01-06,rajasthan,jaisalmer,46,74,14
2025-01-06,rajasthan,jodhpur,520,204,27
2025-01-06,rajasthan,nagaur,554,363,10
2025-01-06,rajasthan,sirohi,216,289,28
2025-01-06,tamil nadu,kallakurichi,165,55,23
2025-01-06,tamil nadu,kanchipuram,264,76,11
2025-01-06,tamil nadu,madurai,62,14,12
2025-01-06,tamil nadu,ramanathapuram,92,38,22
2025-01-06,tamil nadu,salem,335,95,64
2025-01-06,tamil nadu,sivaganga,70,13,10
2025-01-06,tamil nadu,vellore,367,102,41
2025-01-06,telangana,hyderabad,690,479,49
2025-01-06,telangana,medchal malkajgiri,159,119,20
2025-01-06,the dadra and nagar haveli and daman and diu,dadra and nagar haveli,188,49,12
2025-01-06,tripura,dhalai,60,87,20
2025-01-06,uttar pradesh,agra,1775,1860,154
2025-01-06,uttar pradesh,aligarh,1247,1291,97
2025-01-06,uttar pradesh,amroha,329,240,10
2025-01-06,uttar pradesh,ayodhya,38,32,12
2025-01-06,uttar pradesh,azamgarh,109,333,10
2025-01-06,uttar pradesh,baghpat,61,171,12
2025-01-06,uttar pradesh,bahraich,1183,2599,287
2025-01-06,uttar pradesh,balrampur,150,497,16
2025-01-06,uttar pradesh,banda,324,451,12
2025-01-06,uttar pradesh,bareilly,1242,1198,75
2025-01-06,uttar pradesh,budaun,210,353,12
2025-01-06,uttar pradesh,bulandshahr,166,297,14
2025-01-06,uttar pradesh,chandauli,138,314,15
2025-01-06,uttar pradesh,farrukhabad,73,102,11
2025-01-06,uttar pradesh,fatehpur,251,344,14
2025-01-06,uttar pradesh,firozabad,1568,809,21
2025-01-06,uttar pradesh,gautam buddha nagar,805,1017,87
2025-01-06,uttar pradesh,ghaziabad,1145,1293,42
2025-01-06,uttar pradesh,gorakhpur,213,572,41
2025-01-06,uttar pradesh,hardoi,1123,1368,44
2025-01-06,uttar pradesh,hathras,174,282,12
2025-01-06,uttar pradesh,jalaun,228,277,16
2025-01-06,uttar pradesh,kanpur nagar,347,597,39
2025-01-06,uttar pradesh,kheri,358,491,33
2025-01-06,uttar pradesh,lucknow,81,123,19
2025-01-06,uttar pradesh,maharajganj,95,362,31
2025-01-06,uttar pradesh,mainpuri,327,443,13
2025-01-06,uttar pradesh,mathura,467,890,32
2025-01-06,uttar pradesh,meerut,79,168,10
2025-01-06,uttar pradesh,moradabad,1067,731,28
2025-01-06,uttar pradesh,pilibhit,1026,628,25
2025-01-06,uttar pradesh,rampur,694,751,21
2025-01-06,uttar pradesh,saharanpur,929,585,14
2025-01-06,uttar pradesh,shahjahanpur,736,918,55
2025-01-06,uttar pradesh,shravasti,326,564,49
2025-01-06,uttar pradesh,siddharth nagar,103,278,12
2025-01-06,uttar pradesh,sitapur,998,1134,87
2025-01-06,uttar pradesh,sultanpur,130,223,10
2025-01-06,uttar pradesh,unnao,497,892,57
2025-01-06,uttar pradesh,varanasi,297,602,15
2025-01-06,uttarakhand,dehradun,160,80,54
2025-01-06,west bengal,24 paraganas north,540,399,111
2025-01-06,west bengal,alipurduar,207,352,74
2025-01-06,west bengal,birbhum,139,65,17
2025-01-06,west bengal,coochbehar,47,46,12
2025-01-06,west bengal,darjeeling,203,316,166
2025-01-06,west bengal,dinajpur uttar,1295,1253,118
2025-01-06,west bengal,jalpaiguri,74,176,65
2025-01-06,west bengal,kolkata,221,328,87
2025-01-06,west bengal,malda,115,127,10
2025-01-06,west bengal,medinipur west,45,67,10
2025-01-06,west bengal,nadia,280,176,72
2025-01-06,west bengal,purba bardhaman,28,18,12
2025-01-07,andhra pradesh,prakasam,91,108,38
2025-01-07,andhra pradesh,spsr nellore,382,264,73
2025-01-07,arunachal pradesh,longding,46,322,33
2025-01-07,arunachal pradesh,west kameng,43,30,10
2025-01-07,assam,baksa,110,71,39
2025-01-07,assam,barpeta,3310,895,184
2025-01-07,assam,bongaigaon,236,51,16
2025-01-07,assam,cachar,4026,1357,490
2025-01-07,assam,chirang,893,364,52
2025-01-07,assam,darrang,190,56,11
2025-01-07,assam,dhemaji,1625,576,337
2025-01-07,assam,dhubri,774,306,27
2025-01-07,assam,dibrugarh,1455,488,541
2025-01-07,assam,dima hasao,83,51,14
2025-01-07,assam,goalpara,2119,590,189
2025-01-07,assam,golaghat,1617,1002,850
2025-01-07,assam,hailakandi,683,287,46
2025-01-07,assam,hojai,1750,350,23
2025-01-07,assam,jorhat,633,323,415
2025-01-07,assam,kamrup,2813,736,255
2025-01-07,assam,kamrup metro,259,168,82
2025-01-07,assam,karimganj,1931,1057,183
2025-01-07,assam,kokrajhar,284,173,119
2025-01-07,assam,lakhimpur,536,216,159
2025-01-07,assam,majuli,154,45,11
2025-01-07,assam,marigaon,1737,646,123
2025-01-07,assam,nagaon,1553,735,132
2025-01-07,assam,sivasagar,167,80,95
2025-01-07,assam,sonitpur,641,279,110
2025-01-07,assam,tinsukia,1074,827,606
2025-01-07,assam,west karbi anglong,116,148,118
2025-01-07,bihar,araria,166,108,14
2025-01-07,bihar,arwal,60,432,13
2025-01-07,bihar,banka,148,269,11
2025-01-07,bihar,begusarai,377,372,13
2025-01-07,bihar,bhagalpur,184,358,15
2025-01-07,bihar,bhojpur,184,626,13
2025-01-07,bihar,gaya,546,2601,65
2025-01-07,bihar,gopalganj,882,1961,48
2025-01-07,bihar,jehanabad,27,219,10
2025-01-07,bihar,kaimur (bhabua),264,420,10
2025-01-07,bihar,lakhisarai,607,972,29
2025-01-07,bihar,madhubani,858,1181,102
2025-01-07,bihar,munger,241,445,13
2025-01-07,bihar,muzaffarpur,892,1217,40
2025-01-07,bihar,nalanda,434,1587,37
2025-01-07,bihar,nawada,616,2933,123
2025-01-07,bihar,pashchim champaran,3018,6314,310
2025-01-07,bihar,patna,508,1551,51
2025-01-07,bihar,purbi champaran,2391,5516,430
2025-01-07,bihar,purnia,872,1017,35
2025-01-07,bihar,saharsa,569,627,42
2025-01-07,bihar,samastipur,513,488,13
2025-01-07,bihar,saran,607,1872,52
2025-01-07,bihar,sitamarhi,3852,4519,746
2025-01-07,bihar,siwan,192,414,12
2025-01-07,chhattisgarh,balrampur,1344,579,65
2025-01-07,chhattisgarh,bijapur,802,346,243
2025-01-07,chhattisgarh,bilaspur,1156,309,11
2025-01-07,chhattisgarh,durg,385,94,16
2025-01-07,chhattisgarh,gaurella pendra marwahi,220,105,27
2025-01-07,chhattisgarh,raigarh,1318,181,23
2025-01-07,chhattisgarh,sukma,151,178,34
2025-01-07,delhi,central delhi,773,328,51
2025-01-07,delhi,east delhi,1319,504,55
2025-01-07,delhi,new delhi,581,354,156
2025-01-07,delhi,north delhi,563,309,29
2025-01-07,delhi,north east delhi,2868,1583,31
2025-01-07,delhi,north west delhi,858,267,46
2025-01-07,delhi,shahdara,545,239,15
2025-01-07,delhi,south delhi,794,321,139
2025-01-07,delhi,south west delhi,468,207,29
2025-01-07,delhi,west delhi,3799,1364,189
2025-01-07,goa,north goa,21,10,11
2025-01-07,gujarat,ahmadabad,2714,1590,180
2025-01-07,gujarat,ahmedabad,397,389,36
2025-01-07,gujarat,amreli,558,151,60
2025-01-07,gujarat,anand,802,192,115
2025-01-07,gujarat,arvalli,476,103,22
2025-01-07,gujarat,banas kantha,3990,4787,451
2025-01-07,gujarat,bhavnagar,1614,403,127
2025-01-07,gujarat,botad,800,246,44
2025-01-07,gujarat,chhotaudepur,815,816,231
2025-01-07,gujarat,dang,309,107,92
2025-01-07,gujarat,devbhumi dwarka,359,163,55
2025-01-07,gujarat,dohad,2702,4861,438
2025-01-07,gujarat,gandhinagar,322,96,129
2025-01-07,gujarat,gir somnath,1000,287,57
2025-01-07,gujarat,jamnagar,764,195,55
2025-01-07,gujarat,kachchh,870,944,115
2025-01-07,gujarat,kheda,444,200,38
2025-01-07,gujarat,mahesana,821,269,67
2025-01-07,gujarat,mahisagar,369,162,33
2025-01-07,gujarat,morbi,1789,825,215
2025-01-07,gujarat,navsari,191,47,19
2025-01-07,gujarat,panch mahals,789,434,100
2025-01-07,gujarat,patan,1741,1178,232
2025-01-07,gujarat,porbandar,450,89,56
2025-01-07,gujarat,rajkot,2567,1437,200
2025-01-07,gujarat,sabar kantha,951,1169,157
2025-01-07,gujarat,surat,2694,1581,81
2025-01-07,gujarat,surendra nagar,250,172,21
2025-01-07,gujarat,surendranagar,658,574,78
2025-01-07,gujarat,vadodara,507,217,60
2025-01-07,gujarat,valsad,581,261,30
2025-01-07,haryana,faridabad,2678,733,54
2025-01-07,haryana,gurugram,1252,399,113
2025-01-07,haryana,panipat,1344,169,10
2025-01-07,himachal pradesh,kullu,57,24,33
2025-01-07,jammu and kashmir,doda,261,260,17
2025-01-07,jammu and kashmir,shopian,308,84,20
2025-01-07,jharkhand,chatra,330,161,10
2025-01-07,jharkhand,dhanbad,782,722,34
2025-01-07,jharkhand,dumka,61,117,10
2025-01-07,jharkhand,east singhbhum,180,100,13
2025-01-07,jharkhand,east singhbum,848,546,53
2025-01-07,jharkhand,giridih,871,921,27
2025-01-07,jharkhand,gumla,383,286,23
2025-01-07,jharkhand,khunti,146,196,14
2025-01-07,jharkhand,pakur,994,1023,11
2025-01-07,jharkhand,ranchi,792,682,121
2025-01-07,jharkhand,west singhbhum,320,440,16
2025-01-07,karnataka,bengaluru rural,927,417,310
2025-01-07,karnataka,bengaluru urban,6740,3752,1727
2025-01-07,karnataka,bidar,107,52,10
2025-01-07,karnataka,mysuru,349,138,80
2025-01-07,karnataka,ramanagara,168,24,12
2025-01-07,karnataka,vijayapura,363,77,10
2025-01-07,kerala,ernakulam,87,111,26
2025-01-07,kerala,kannur,17,38,15
2025-01-07,kerala,thiruvananthapuram,54,67,59
2025-01-07,madhya pradesh,alirajpur,498,884,93
2025-01-07,madhya pradesh,ashoknagar,1157,915,71
2025-01-07,madhya pradesh,balaghat,288,40,10
2025-01-07,madhya pradesh,barwani,3561,3348,310
2025-01-07,madhya pradesh,betul,713,212,43
2025-01-07,madhya pradesh,bhind,2108,1743,204
2025-01-07,madhya pradesh,bhopal,918,198,17
2025-01-07,madhya pradesh,burhanpur,1706,1124,146
2025-01-07,madhya pradesh,chhatarpur,1628,1844,114
2025-01-07,madhya pradesh,datia,435,384,20
2025-01-07,madhya pradesh,dewas,544,292,13
2025-01-07,madhya pradesh,dhar,518,380,24
2025-01-07,madhya pradesh,east nimar,189,254,15
2025-01-07,madhya pradesh,guna,637,423,12
2025-01-07,madhya pradesh,gwalior,2413,1821,175
2025-01-07,madhya pradesh,hoshangabad,179,90,12
2025-01-07,madhya pradesh,indore,3340,1547,107
2025-01-07,madhya pradesh,jabalpur,361,87,14
2025-01-07,madhya pradesh,jhabua,908,1760,93
2025-01-07,madhya pradesh,katni,441,264,12
2025-01-07,madhya pradesh,khandwa,586,233,12
2025-01-07,madhya pradesh,khargone,2569,1929,226
2025-01-07,madhya pradesh,morena,3228,2669,176
2025-01-07,madhya pradesh,narsinghpur,312,189,13
2025-01-07,madhya pradesh,panna,301,173,13
2025-01-07,madhya pradesh,sagar,1201,320,51
2025-01-07,madhya pradesh,satna,488,121,20
2025-01-07,madhya pradesh,sehore,1151,496,26
2025-01-07,madhya pradesh,sheopur,757,969,27
2025-01-07,madhya pradesh,shivpuri,617,705,42
2025-01-07,madhya pradesh,vidisha,1227,626,58
2025-01-07,maharashtra,ahmednagar,182,158,28
2025-01-07,maharashtra,akola,390,205,42
2025-01-07,maharashtra,amravati,523,148,13
2025-01-07,maharashtra,aurangabad,2262,1549,24
2025-01-07,maharashtra,beed,1472,739,72
2025-01-07,maharashtra,buldhana,1103,276,83
2025-01-07,maharashtra,chandrapur,306,86,11
2025-01-07,maharashtra,dhule,1410,1107,127
2025-01-07,maharashtra,hingoli,2245,649,112
2025-01-07,maharashtra,jalgaon,1065,343,55
2025-01-07,maharashtra,latur,566,225,28
2025-01-07,maharashtra,mumbai,537,344,50
2025-01-07,maharashtra,mumbai suburban,3187,2177,207
2025-01-07,maharashtra,nagpur,904,225,37
2025-01-07,maharashtra,nanded,1295,462,46
2025-01-07,maharashtra,nandurbar,2031,994,75
2025-01-07,maharashtra,nashik,2729,1775,111
2025-01-07,maharashtra,osmanabad,275,105,10
2025-01-07,maharashtra,palghar,584,607,26
2025-01-07,maharashtra,pune,3645,1552,291
2025-01-07,maharashtra,raigad,845,296,25
2025-01-07,maharashtra,sangli,958,588,48
2025-01-07,maharashtra,satara,327,116,16
2025-01-07,maharashtra,solapur,355,172,34
2025-01-07,maharashtra,thane,4036,3165,142
2025-01-07,maharashtra,washim,378,68,11
2025-01-07,maharashtra,yavatmal,858,405,39
2025-01-07,manipur,churachandpur,348,1265,13
2025-01-07,meghalaya,east garo hills,73,606,387
2025-01-07,meghalaya,east jaintia hills,200,571,516
2025-01-07,meghalaya,east khasi hills,756,3426,2404
2025-01-07,meghalaya,kamrup,13,71,59
2025-01-07,meghalaya,north garo hills,22,97,125
2025-01-07,meghalaya,ri bhoi,318,1160,946
2025-01-07,meghalaya,south garo hills,44,206,236
2025-01-07,meghalaya,south west garo hills,370,272,173
2025-01-07,meghalaya,south west khasi hills,137,283,326
2025-01-07,meghalaya,west garo hills,893,1870,1534
2025-01-07,meghalaya,west jaintia hills,224,1089,883
2025-01-07,meghalaya,west khasi hills,442,1998,1179
2025-01-07,mizoram,champhai,95,57,20
2025-01-07,mizoram,kolasib,44,21,20
2025-01-07,mizoram,lawngtlai,240,59,31
2025-01-07,mizoram,lunglei,83,32,20
2025-01-07,mizoram,saiha,87,48,18
2025-01-07,nagaland,dimapur,246,456,82
2025-01-07,nagaland,kiphire,46,233,26
2025-01-07,nagaland,kohima,74,154,11
2025-01-07,nagaland,longleng,47,284,20
2025-01-07,nagaland,mokokchung,73,134,13
2025-01-07,nagaland,mon,258,676,69
2025-01-07,nagaland,peren,36,105,18
2025-01-07,nagaland,tuensang,96,385,30
2025-01-07,nagaland,wokha,40,191,17
2025-01-07,nagaland,zunheboto,48,277,24
2025-01-07,odisha,khordha,37,37,13
2025-01-07,odisha,nabarangpur,327,103,12
2025-01-07,punjab,amritsar,1293,400,24
2025-01-07,punjab,gurdaspur,549,99,10
2025-01-07,punjab,hoshiarpur,277,66,22
2025-01-07,punjab,kapurthala,324,74,177
2025-01-07,punjab,ludhiana,2012,1133,221
2025-01-07,punjab,patiala,766,237,18
2025-01-07,punjab,s.a.s nagar,300,89,34
2025-01-07,punjab,tarn taran,341,34,11
2025-01-07,rajasthan,ajmer,673,241,18
2025-01-07,rajasthan,alwar,1837,879,41
2025-01-07,rajasthan,baran,336,91,10
2025-01-07,rajasthan,bharatpur,1219,758,21
2025-01-07,rajasthan,bhilwara,477,332,22
2025-01-07,rajasthan,bikaner,763,452,30
2025-01-07,rajasthan,bundi,121,85,17
2025-01-07,rajasthan,chittorgarh,835,701,40
2025-01-07,rajasthan,churu,1072,1028,50
2025-01-07,rajasthan,dholpur,467,247,13
2025-01-07,rajasthan,hanumangarh,456,284,11
2025-01-07,rajasthan,jaipur,2242,1110,86
2025-01-07,rajasthan,jalore,296,181,13
2025-01-07,rajasthan,jodhpur,1722,828,66
2025-01-07,rajasthan,karauli,612,323,11
2025-01-07,rajasthan,nagaur,870,660,21
2025-01-07,rajasthan,sawai madhopur,593,307,10
2025-01-07,rajasthan,sikar,461,178,11
2025-01-07,rajasthan,sirohi,1174,1471,72
2025-01-07,rajasthan,tonk,635,332,19
2025-01-07,rajasthan,udaipur,511,323,21
2025-01-07,sikkim,south sikkim,100,147,13
2025-01-07,sikkim,west sikkim,48,108,15
2025-01-07,tamil nadu,chengalpattu,138,62,26
2025-01-07,tamil nadu,chennai,231,136,33
2025-01-07,tamil nadu,thiruvallur,261,75,10
2025-01-07,telangana,bhadradri kothagudem,507,109,23
2025-01-07,telangana,hyderabad,5199,1820,233
2025-01-07,telangana,medchal malkajgiri,250,146,10
2025-01-07,telangana,ranga reddy,181,93,10
2025-01-07,the dadra and nagar haveli and daman and diu,dadra and nagar haveli,360,92,15
2025-01-07,tripura,gomati,69,45,10
2025-01-07,tripura,north tripura,124,75,17
2025-01-07,tripura,sepahijala,166,144,15
2025-01-07,uttar pradesh,agra,2371,2123,75
2025-01-07,uttar pradesh,aligarh,3024,3256,128
2025-01-07,uttar pradesh,ayodhya,262,324,17
2025-01-07,uttar pradesh,azamgarh,1034,2456,77
2025-01-07,uttar pradesh,baghpat,118,280,15
2025-01-07,uttar pradesh,bahraich,3919,6096,532
2025-01-07,uttar pradesh,balrampur,500,1822,58
2025-01-07,uttar pradesh,banda,401,753,11
2025-01-07,uttar pradesh,barabanki,1040,692,52
2025-01-07,uttar pradesh,bareilly,1671,1356,45
2025-01-07,uttar pradesh,budaun,1617,1656,53
2025-01-07,uttar pradesh,bulandshahr,604,749,11
2025-01-07,uttar pradesh,chandauli,609,949,47
2025-01-07,uttar pradesh,deoria,130,240,11
2025-01-07,uttar pradesh,etah,2059,1625,48
2025-01-07,uttar pradesh,etawah,551,456,16
2025-01-07,uttar pradesh,fatehpur,1271,1283,86
2025-01-07,uttar pradesh,firozabad,1940,1040,10
2025-01-07,uttar pradesh,gautam buddha nagar,1392,1633,150
2025-01-07,uttar pradesh,ghaziabad,1776,1881,59
2025-01-07,uttar pradesh,gonda,1120,1506,96
2025-01-07,uttar pradesh,gorakhpur,1187,2262,130
2025-01-07,uttar pradesh,hapur,1010,770,11
2025-01-07,uttar pradesh,hardoi,4089,4330,75
2025-01-07,uttar pradesh,jaunpur,262,766,38
2025-01-07,uttar pradesh,jhansi,78,76,13
2025-01-07,uttar pradesh,kannauj,425,628,29
2025-01-07,uttar pradesh,kanpur dehat,803,1060,48
2025-01-07,uttar pradesh,kanpur nagar,1289,1946,85
2025-01-07,uttar pradesh,kasganj,1047,1168,33
2025-01-07,uttar pradesh,kaushambi,583,509,21
2025-01-07,uttar pradesh,kheri,2068,2463,98
2025-01-07,uttar pradesh,kushi nagar,779,777,14
2025-01-07,uttar pradesh,lucknow,1340,1322,88
2025-01-07,uttar pradesh,maharajganj,1186,2920,103
2025-01-07,uttar pradesh,mainpuri,958,1349,56
2025-01-07,uttar pradesh,mathura,133,151,10
2025-01-07,uttar pradesh,meerut,2293,1831,60
2025-01-07,uttar pradesh,moradabad,2722,1295,34
2025-01-07,uttar pradesh,muzaffarnagar,1025,604,32
2025-01-07,uttar pradesh,pilibhit,1622,1108,36
2025-01-07,uttar pradesh,prayagraj,503,540,23
2025-01-07,uttar pradesh,rampur,3375,2652,127
2025-01-07,uttar pradesh,saharanpur,2054,852,14
2025-01-07,uttar pradesh,sambhal,339,200,11
2025-01-07,uttar pradesh,shahjahanpur,4039,3765,121
2025-01-07,uttar pradesh,shravasti,541,1006,49
2025-01-07,uttar pradesh,siddharth nagar,1500,2308,140
2025-01-07,uttar pradesh,sitapur,4236,3712,168
2025-01-07,uttar pradesh,sultanpur,471,652,41
2025-01-07,uttar pradesh,unnao,1408,1887,49
2025-01-07,uttar pradesh,varanasi,2392,3993,268
2025-01-07,uttarakhand,dehradun,1298,323,10
2025-01-07,uttarakhand,haridwar,565,156,11
2025-01-07,west bengal,24 paraganas north,2637,2059,401
2025-01-07,west bengal,24 paraganas south,364,104,22
2025-01-07,west bengal,alipurduar,646,840,145
2025-01-07,west bengal,birbhum,575,159,35
2025-01-07,west bengal,coochbehar,2074,2029,152
2025-01-07,west bengal,darjeeling,607,694,184
2025-01-07,west bengal,dinajpur dakshin,707,256,34
2025-01-07,west bengal,dinajpur uttar,5157,3588,189
2025-01-07,west bengal,hooghly,177,111,12
2025-01-07,west bengal,howrah,149,200,12
2025-01-07,west bengal,jalpaiguri,234,344,65
2025-01-07,west bengal,kalimpong,78,77,34
2025-01-07,west bengal,kolkata,277,407,131
2025-01-07,west bengal,medinipur west,280,233,10
2025-01-07,west bengal,nadia,1312,556,187
2025-01-09,andaman & nicobar islands,andamans,1,1,0
2025-01-09,andaman & nicobar islands,south andaman,3,0,0
2025-01-09,andaman and nicobar islands,nicobar,10,2,0
2025-01-09,andaman and nicobar islands,north and middle andaman,4,0,0
2025-01-09,andaman and nicobar islands,south andaman,6,0,0
2025-01-09,andhra pradesh,adilabad,22,11,0
2025-01-09,andhra pradesh,alluri sitharama raju,13,0,0
2025-01-09,andhra pradesh,anakapalli,13,0,0
2025-01-09,andhra pradesh,anantapur,76,7,0
2025-01-09,andhra pradesh,ananthapur,23,6,0
2025-01-09,andhra pradesh,ananthapuramu,41,2,0
2025-01-09,andhra pradesh,annamayya,11,0,0
2025-01-09,andhra pradesh,bapatla,6,1,0
2025-01-09,andhra pradesh,chittoor,121,9,0
2025-01-09,andhra pradesh,cuddapah,86,8,0
2025-01-09,andhra pradesh,dr. b. r. ambedkar konaseema,8,2,0
2025-01-09,andhra pradesh,east godavari,125,10,1
2025-01-09,andhra pradesh,eluru,5,0,0
2025-01-09,andhra pradesh,guntur,124,22,0
2025-01-09,andhra pradesh,hyderabad,85,24,0
2025-01-09,andhra pradesh,k.v. rangareddy,1,0,0
2025-01-09,andhra pradesh,k.v.rangareddy,2,0,0
2025-01-09,andhra pradesh,kakinada,14,3,0
2025-01-09,andhra pradesh,karim nagar,2,0,0
2025-01-09,andhra pradesh,karimnagar,13,5,0
2025-01-09,andhra pradesh,khammam,24,9,0
2025-01-09,andhra pradesh,krishna,94,11,1
2025-01-09,andhra pradesh,kurnool,195,21,0
2025-01-09,andhra pradesh,mahabub nagar,35,18,0
2025-01-09,andhra pradesh,mahbubnagar,16,6,0
2025-01-09,andhra pradesh,medak,16,8,0
2025-01-09,andhra pradesh,n. t. r,13,2,0
2025-01-09,andhra pradesh,nalgonda,17,5,0
2025-01-09,andhra pradesh,nandyal,18,1,0
2025-01-09,andhra pradesh,nellore,102,18,0
2025-01-09,andhra pradesh,nizamabad,9,0,0
2025-01-09,andhra pradesh,palnadu,14,2,0
2025-01-09,andhra pradesh,parvathipuram manyam,5,0,0
2025-01-09,andhra pradesh,prakasam,125,25,1
2025-01-09,andhra pradesh,rangareddi,33,5,0
2025-01-09,andhra pradesh,sri potti sriramulu nellore,14,19,6
2025-01-09,andhra pradesh,sri sathya sai,11,1,0
2025-01-09,andhra pradesh,srikakulam,81,5,0
2025-01-09,andhra pradesh,tirupati,15,7,0
2025-01-09,andhra pradesh,visakhapatnam,106,8,2
2025-01-09,andhra pradesh,vizianagaram,60,4,0
2025-01-09,andhra pradesh,warangal,25,4,0
2025-01-09,andhra pradesh,west godavari,107,8,1
2025-01-09,andhra pradesh,y. s. r,14,4,1
2025-01-09,arunachal pradesh,anjaw,2,0,0
2025-01-09,arunachal pradesh,changlang,26,3,0
2025-01-09,arunachal pradesh,east kameng,2,1,0
2025-01-09,arunachal pradesh,east siang,1,0,0
